Action	Reward
{'layer1_row33': [1, 33]}	tensor(0.1162)
{'layer1_row4': [1, 4]}	tensor(0.1183)
{'layer0_row33': [0, 33]}	tensor(0.1165)
{'layer0_row281': [0, 281]}	tensor(0.1171)
{'layer0_row86': [0, 86]}	tensor(0.1189)
{'layer0_row121': [0, 121]}	tensor(0.1194)
{'layer0_row111': [0, 111]}	tensor(0.1192)
{'layer0_row173': [0, 173]}	tensor(0.1201)
{'layer0_row75': [0, 75]}	tensor(0.1205)
{'layer0_row113': [0, 113]}	tensor(0.1218)
{'layer0_row78': [0, 78]}	tensor(0.1221)
{'layer0_row82': [0, 82]}	tensor(0.1218)
{'layer0_row227': [0, 227]}	tensor(0.1211)
{'layer0_row239': [0, 239]}	tensor(0.1225)
{'layer1_row49': [1, 49]}	tensor(0.1224)
{'layer1_row10': [1, 10]}	tensor(0.1235)
{'layer1_row30': [1, 30]}	tensor(0.1236)
{'layer0_row164': [0, 164]}	tensor(0.1242)
{'layer0_row72': [0, 72]}	tensor(0.1246)
{'layer0_row128': [0, 128]}	tensor(0.1250)
{'layer1_row20': [1, 20]}	tensor(0.1269)
{'layer0_row139': [0, 139]}	tensor(0.1247)
{'layer1_row85': [1, 85]}	tensor(0.1263)
{'layer0_row223': [0, 223]}	tensor(0.1253)
{'layer0_row267': [0, 267]}	tensor(0.1278)
{'layer0_row245': [0, 245]}	tensor(0.1286)
{'layer0_row222': [0, 222]}	tensor(0.1281)
{'layer0_row197': [0, 197]}	tensor(0.1295)
{'layer0_row208': [0, 208]}	tensor(0.1287)
{'layer0_row195': [0, 195]}	tensor(0.1307)
{'layer0_row185': [0, 185]}	tensor(0.1307)
{'layer1_row1': [1, 1]}	tensor(0.1313)
{'layer1_row58': [1, 58]}	tensor(0.1322)
{'layer0_row255': [0, 255]}	tensor(0.1311)
{'layer1_row90': [1, 90]}	tensor(0.1319)
{'layer0_row65': [0, 65]}	tensor(0.1318)
{'layer1_row94': [1, 94]}	tensor(0.1329)
{'layer0_row102': [0, 102]}	tensor(0.1330)
{'layer0_row130': [0, 130]}	tensor(0.1337)
{'layer0_row7': [0, 7]}	tensor(0.1353)
{'layer0_row209': [0, 209]}	tensor(0.1356)
{'layer0_row26': [0, 26]}	tensor(0.1356)
{'layer0_row80': [0, 80]}	tensor(0.1374)
{'layer0_row1': [0, 1]}	tensor(0.1375)
{'layer0_row37': [0, 37]}	tensor(0.1390)
{'layer0_row238': [0, 238]}	tensor(0.1388)
{'layer0_row190': [0, 190]}	tensor(0.1385)
{'layer0_row10': [0, 10]}	tensor(0.1396)
{'layer0_row152': [0, 152]}	tensor(0.1406)
{'layer1_row78': [1, 78]}	tensor(0.1417)
{'layer0_row241': [0, 241]}	tensor(0.1408)
{'layer0_row274': [0, 274]}	tensor(0.1422)
{'layer0_row276': [0, 276]}	tensor(0.1429)
{'layer0_row299': [0, 299]}	tensor(0.1440)
{'layer0_row289': [0, 289]}	tensor(0.1458)
{'layer0_row153': [0, 153]}	tensor(0.1440)
{'layer0_row21': [0, 21]}	tensor(0.1456)
{'layer1_row6': [1, 6]}	tensor(0.1476)
{'layer0_row31': [0, 31]}	tensor(0.1476)
{'layer0_row253': [0, 253]}	tensor(0.1489)
{'layer0_row286': [0, 286]}	tensor(0.1483)
{'layer0_row203': [0, 203]}	tensor(0.1486)
{'layer0_row270': [0, 270]}	tensor(0.1513)
{'layer0_row109': [0, 109]}	tensor(0.1503)
{'layer0_row68': [0, 68]}	tensor(0.1521)
{'layer0_row247': [0, 247]}	tensor(0.1522)
{'layer0_row73': [0, 73]}	tensor(0.1537)
{'layer1_row52': [1, 52]}	tensor(0.1549)
{'layer0_row211': [0, 211]}	tensor(0.1539)
{'layer0_row41': [0, 41]}	tensor(0.1549)
{'layer1_row67': [1, 67]}	tensor(0.1572)
{'layer0_row122': [0, 122]}	tensor(0.1569)
{'layer1_row60': [1, 60]}	tensor(0.1555)
{'layer0_row146': [0, 146]}	tensor(0.1567)
{'layer1_row27': [1, 27]}	tensor(0.1585)
{'layer0_row200': [0, 200]}	tensor(0.1579)
{'layer0_row187': [0, 187]}	tensor(0.1609)
{'layer0_row118': [0, 118]}	tensor(0.1607)
{'layer0_row236': [0, 236]}	tensor(0.1614)
{'layer0_row156': [0, 156]}	tensor(0.1620)
{'layer0_row18': [0, 18]}	tensor(0.1631)
{'layer0_row66': [0, 66]}	tensor(0.1646)
{'layer0_row294': [0, 294]}	tensor(0.1648)
{'layer0_row264': [0, 264]}	tensor(0.1676)
{'layer1_row72': [1, 72]}	tensor(0.1666)
{'layer1_row22': [1, 22]}	tensor(0.1688)
{'layer0_row292': [0, 292]}	tensor(0.1680)
{'layer0_row96': [0, 96]}	tensor(0.1692)
{'layer0_row210': [0, 210]}	tensor(0.1696)
{'layer1_row75': [1, 75]}	tensor(0.1695)
{'layer0_row177': [0, 177]}	tensor(0.1717)
{'layer0_row256': [0, 256]}	tensor(0.1719)
{'layer1_row88': [1, 88]}	tensor(0.1726)
{'layer0_row100': [0, 100]}	tensor(0.1736)
{'layer0_row25': [0, 25]}	tensor(0.1741)
{'layer0_row224': [0, 224]}	tensor(0.1743)
{'layer0_row235': [0, 235]}	tensor(0.1763)
{'layer0_row295': [0, 295]}	tensor(0.1784)
{'layer0_row150': [0, 150]}	tensor(0.1776)
{'layer0_row132': [0, 132]}	tensor(0.1803)
{'layer0_row149': [0, 149]}	tensor(0.1804)
{'layer0_row229': [0, 229]}	tensor(0.1828)
{'layer1_row24': [1, 24]}	tensor(0.1833)
{'layer0_row167': [0, 167]}	tensor(0.1844)
{'layer0_row69': [0, 69]}	tensor(0.1850)
{'layer1_row55': [1, 55]}	tensor(0.1847)
{'layer0_row105': [0, 105]}	tensor(0.1854)
{'layer0_row70': [0, 70]}	tensor(0.1881)
{'layer0_row30': [0, 30]}	tensor(0.1892)
{'layer0_row104': [0, 104]}	tensor(0.1918)
{'layer0_row124': [0, 124]}	tensor(0.1938)
{'layer0_row97': [0, 97]}	tensor(0.1935)
{'layer0_row112': [0, 112]}	tensor(0.1946)
{'layer0_row51': [0, 51]}	tensor(0.1959)
{'layer1_row74': [1, 74]}	tensor(0.1945)
{'layer0_row8': [0, 8]}	tensor(0.1964)
{'layer0_row59': [0, 59]}	tensor(0.1966)
{'layer1_row70': [1, 70]}	tensor(0.1982)
{'layer0_row266': [0, 266]}	tensor(0.1992)
{'layer0_row290': [0, 290]}	tensor(0.2032)
{'layer1_row42': [1, 42]}	tensor(0.2030)
{'layer1_row86': [1, 86]}	tensor(0.2037)
{'layer0_row172': [0, 172]}	tensor(0.2030)
{'layer0_row81': [0, 81]}	tensor(0.2057)
{'layer0_row212': [0, 212]}	tensor(0.2072)
{'layer0_row101': [0, 101]}	tensor(0.2102)
{'layer0_row44': [0, 44]}	tensor(0.2093)
{'layer1_row7': [1, 7]}	tensor(0.2101)
{'layer0_row117': [0, 117]}	tensor(0.2099)
{'layer1_row17': [1, 17]}	tensor(0.2139)
{'layer0_row35': [0, 35]}	tensor(0.2125)
{'layer1_row9': [1, 9]}	tensor(0.2143)
{'layer0_row36': [0, 36]}	tensor(0.2151)
{'layer0_row148': [0, 148]}	tensor(0.2172)
{'layer0_row110': [0, 110]}	tensor(0.2179)
{'layer1_row14': [1, 14]}	tensor(0.2201)
{'layer0_row213': [0, 213]}	tensor(0.2206)
{'layer1_row2': [1, 2]}	tensor(0.2218)
{'layer0_row83': [0, 83]}	tensor(0.2205)
{'layer0_row135': [0, 135]}	tensor(0.2246)
{'layer0_row95': [0, 95]}	tensor(0.2256)
{'layer0_row151': [0, 151]}	tensor(0.2269)
{'layer1_row65': [1, 65]}	tensor(0.2298)
{'layer0_row131': [0, 131]}	tensor(0.2309)
{'layer0_row291': [0, 291]}	tensor(0.2306)
{'layer0_row217': [0, 217]}	tensor(0.2333)
{'layer1_row73': [1, 73]}	tensor(0.2347)
{'layer0_row119': [0, 119]}	tensor(0.2355)
{'layer0_row49': [0, 49]}	tensor(0.2363)
{'layer0_row186': [0, 186]}	tensor(0.2383)
{'layer1_row16': [1, 16]}	tensor(0.2415)
{'layer0_row58': [0, 58]}	tensor(0.2421)
{'layer1_row23': [1, 23]}	tensor(0.2439)
{'layer0_row115': [0, 115]}	tensor(0.2419)
{'layer0_row282': [0, 282]}	tensor(0.2466)
{'layer0_row262': [0, 262]}	tensor(0.2478)
{'layer0_row6': [0, 6]}	tensor(0.2506)
{'layer0_row258': [0, 258]}	tensor(0.2510)
{'layer0_row19': [0, 19]}	tensor(0.2544)
{'layer1_row0': [1, 0]}	tensor(0.2594)
{'layer0_row14': [0, 14]}	tensor(0.2558)
{'layer0_row67': [0, 67]}	tensor(0.2588)
{'layer0_row145': [0, 145]}	tensor(0.2608)
{'layer0_row277': [0, 277]}	tensor(0.2651)
{'layer0_row76': [0, 76]}	tensor(0.2676)
{'layer1_row43': [1, 43]}	tensor(0.2691)
{'layer1_row68': [1, 68]}	tensor(0.2695)
{'layer0_row0': [0, 0]}	tensor(0.2695)
{'layer0_row159': [0, 159]}	tensor(0.2721)
{'layer1_row15': [1, 15]}	tensor(0.2731)
{'layer1_row66': [1, 66]}	tensor(0.2757)
{'layer0_row155': [0, 155]}	tensor(0.2770)
{'layer0_row142': [0, 142]}	tensor(0.2781)
{'layer0_row120': [0, 120]}	tensor(0.2815)
{'layer0_row147': [0, 147]}	tensor(0.2829)
{'layer0_row280': [0, 280]}	tensor(0.2877)
{'layer0_row56': [0, 56]}	tensor(0.2920)
{'layer1_row62': [1, 62]}	tensor(0.2943)
{'layer0_row171': [0, 171]}	tensor(0.2933)
{'layer0_row184': [0, 184]}	tensor(0.2987)
{'layer1_row26': [1, 26]}	tensor(0.2994)
{'layer1_row76': [1, 76]}	tensor(0.3019)
{'layer0_row42': [0, 42]}	tensor(0.2988)
{'layer0_row13': [0, 13]}	tensor(0.3012)
{'layer0_row188': [0, 188]}	tensor(0.3080)
{'layer0_row74': [0, 74]}	tensor(0.3102)
{'layer0_row88': [0, 88]}	tensor(0.3124)
{'layer0_row3': [0, 3]}	tensor(0.3177)
{'layer1_row31': [1, 31]}	tensor(0.3178)
{'layer0_row297': [0, 297]}	tensor(0.3232)
{'layer1_row82': [1, 82]}	tensor(0.3253)
{'layer0_row175': [0, 175]}	tensor(0.3227)
{'layer0_row199': [0, 199]}	tensor(0.3271)
{'layer1_row19': [1, 19]}	tensor(0.3340)
{'layer0_row93': [0, 93]}	tensor(0.3360)
{'layer0_row141': [0, 141]}	tensor(0.3367)
{'layer0_row204': [0, 204]}	tensor(0.3378)
{'layer1_row51': [1, 51]}	tensor(0.3455)
{'layer0_row23': [0, 23]}	tensor(0.3448)
{'layer0_row123': [0, 123]}	tensor(0.3477)
{'layer0_row98': [0, 98]}	tensor(0.3502)
{'layer0_row40': [0, 40]}	tensor(0.3608)
{'layer1_row45': [1, 45]}	tensor(0.3598)
{'layer0_row284': [0, 284]}	tensor(0.3624)
{'layer0_row154': [0, 154]}	tensor(0.3713)
{'layer1_row13': [1, 13]}	tensor(0.3752)
{'layer0_row189': [0, 189]}	tensor(0.3709)
{'layer0_row169': [0, 169]}	tensor(0.3761)
{'layer1_row77': [1, 77]}	tensor(0.3842)
{'layer0_row273': [0, 273]}	tensor(0.3811)
{'layer0_row168': [0, 168]}	tensor(0.3876)
{'layer0_row165': [0, 165]}	tensor(0.3951)
{'layer0_row46': [0, 46]}	tensor(0.4019)
{'layer0_row269': [0, 269]}	tensor(0.4051)
{'layer0_row250': [0, 250]}	tensor(0.4069)
{'layer0_row268': [0, 268]}	tensor(0.4156)
{'layer1_row56': [1, 56]}	tensor(0.4251)
{'layer0_row192': [0, 192]}	tensor(0.4212)
{'layer1_row91': [1, 91]}	tensor(0.4274)
{'layer1_row47': [1, 47]}	tensor(0.4300)
{'layer1_row48': [1, 48]}	tensor(0.4286)
{'layer0_row61': [0, 61]}	tensor(0.4302)
{'layer0_row218': [0, 218]}	tensor(0.4356)
{'layer1_row32': [1, 32]}	tensor(4.3850)
