Action	Reward
{'layer1_row24': [1, 24]}	tensor(0.0930)
{'layer0_row140': [0, 140]}	tensor(0.0927)
{'layer0_row48': [0, 48]}	tensor(0.0920)
{'layer0_row37': [0, 37]}	tensor(0.0921)
{'layer0_row49': [0, 49]}	tensor(0.0926)
{'layer0_row278': [0, 278]}	tensor(0.0921)
{'layer1_row61': [1, 61]}	tensor(0.0932)
{'layer0_row88': [0, 88]}	tensor(0.0927)
{'layer1_row19': [1, 19]}	tensor(0.0928)
{'layer0_row167': [0, 167]}	tensor(0.0924)
{'layer0_row141': [0, 141]}	tensor(0.0926)
{'layer0_row178': [0, 178]}	tensor(0.0929)
{'layer0_row180': [0, 180]}	tensor(0.0923)
{'layer0_row247': [0, 247]}	tensor(0.0920)
{'layer1_row51': [1, 51]}	tensor(0.0922)
{'layer0_row126': [0, 126]}	tensor(0.0922)
{'layer1_row43': [1, 43]}	tensor(0.0931)
{'layer0_row109': [0, 109]}	tensor(0.0928)
{'layer0_row44': [0, 44]}	tensor(0.0932)
{'layer0_row185': [0, 185]}	tensor(0.0923)
{'layer0_row118': [0, 118]}	tensor(0.0923)
{'layer1_row22': [1, 22]}	tensor(0.0924)
{'layer1_row4': [1, 4]}	tensor(0.0917)
{'layer0_row133': [0, 133]}	tensor(0.0921)
{'layer1_row1': [1, 1]}	tensor(0.0919)
{'layer1_row26': [1, 26]}	tensor(0.0924)
{'layer0_row207': [0, 207]}	tensor(0.0929)
{'layer0_row218': [0, 218]}	tensor(0.0928)
{'layer0_row184': [0, 184]}	tensor(0.0928)
{'layer0_row50': [0, 50]}	tensor(0.0918)
{'layer0_row123': [0, 123]}	tensor(0.0926)
{'layer1_row40': [1, 40]}	tensor(0.0934)
{'layer0_row63': [0, 63]}	tensor(0.0923)
{'layer1_row23': [1, 23]}	tensor(0.0923)
{'layer0_row69': [0, 69]}	tensor(0.0929)
{'layer0_row90': [0, 90]}	tensor(0.0929)
{'layer0_row217': [0, 217]}	tensor(0.0920)
{'layer0_row288': [0, 288]}	tensor(0.0923)
{'layer0_row210': [0, 210]}	tensor(0.0918)
{'layer1_row10': [1, 10]}	tensor(0.0927)
{'layer0_row72': [0, 72]}	tensor(0.0931)
{'layer0_row257': [0, 257]}	tensor(0.0919)
{'layer1_row54': [1, 54]}	tensor(0.0920)
{'layer0_row4': [0, 4]}	tensor(0.0923)
{'layer0_row235': [0, 235]}	tensor(0.0931)
{'layer1_row49': [1, 49]}	tensor(0.0923)
{'layer1_row47': [1, 47]}	tensor(0.0929)
{'layer0_row179': [0, 179]}	tensor(0.0927)
{'layer0_row199': [0, 199]}	tensor(0.0923)
{'layer0_row254': [0, 254]}	tensor(0.0922)
{'layer0_row128': [0, 128]}	tensor(0.0916)
{'layer0_row76': [0, 76]}	tensor(0.0921)
{'layer0_row188': [0, 188]}	tensor(0.0923)
{'layer0_row102': [0, 102]}	tensor(0.0917)
{'layer0_row82': [0, 82]}	tensor(0.0922)
{'layer1_row76': [1, 76]}	tensor(0.0923)
{'layer0_row222': [0, 222]}	tensor(0.0921)
{'layer0_row160': [0, 160]}	tensor(0.0924)
{'layer1_row16': [1, 16]}	tensor(0.0921)
{'layer1_row5': [1, 5]}	tensor(0.0917)
{'layer0_row73': [0, 73]}	tensor(0.0920)
{'layer1_row83': [1, 83]}	tensor(0.0922)
{'layer1_row36': [1, 36]}	tensor(0.0927)
{'layer0_row71': [0, 71]}	tensor(0.0916)
{'layer0_row38': [0, 38]}	tensor(0.0922)
{'layer0_row64': [0, 64]}	tensor(0.0930)
{'layer1_row69': [1, 69]}	tensor(0.0917)
{'layer1_row74': [1, 74]}	tensor(0.0933)
{'layer0_row47': [0, 47]}	tensor(0.0921)
{'layer0_row99': [0, 99]}	tensor(0.0917)
{'layer0_row277': [0, 277]}	tensor(0.0928)
{'layer0_row29': [0, 29]}	tensor(0.0921)
{'layer0_row183': [0, 183]}	tensor(0.0927)
{'layer0_row232': [0, 232]}	tensor(0.0929)
{'layer0_row181': [0, 181]}	tensor(0.0920)
{'layer0_row27': [0, 27]}	tensor(0.0924)
{'layer0_row20': [0, 20]}	tensor(0.0923)
{'layer0_row100': [0, 100]}	tensor(0.0922)
{'layer1_row28': [1, 28]}	tensor(0.0921)
{'layer0_row122': [0, 122]}	tensor(0.0927)
{'layer0_row33': [0, 33]}	tensor(0.0930)
{'layer0_row223': [0, 223]}	tensor(0.0927)
{'layer1_row62': [1, 62]}	tensor(0.0931)
{'layer0_row79': [0, 79]}	tensor(0.0927)
{'layer0_row55': [0, 55]}	tensor(0.0920)
{'layer0_row289': [0, 289]}	tensor(0.0922)
{'layer0_row111': [0, 111]}	tensor(0.0923)
{'layer0_row191': [0, 191]}	tensor(0.0923)
{'layer0_row299': [0, 299]}	tensor(0.0929)
{'layer0_row120': [0, 120]}	tensor(0.0922)
{'layer0_row294': [0, 294]}	tensor(0.0919)
{'layer0_row262': [0, 262]}	tensor(0.0928)
{'layer1_row38': [1, 38]}	tensor(0.0928)
{'layer1_row35': [1, 35]}	tensor(0.0924)
{'layer0_row195': [0, 195]}	tensor(0.0928)
{'layer0_row259': [0, 259]}	tensor(0.0928)
{'layer1_row29': [1, 29]}	tensor(0.0928)
{'layer0_row135': [0, 135]}	tensor(0.0926)
{'layer0_row261': [0, 261]}	tensor(0.0932)
{'layer0_row110': [0, 110]}	tensor(0.0926)
{'layer1_row21': [1, 21]}	tensor(0.0916)
{'layer0_row113': [0, 113]}	tensor(0.0922)
{'layer0_row65': [0, 65]}	tensor(0.0932)
{'layer1_row68': [1, 68]}	tensor(0.0919)
{'layer0_row146': [0, 146]}	tensor(0.0916)
{'layer0_row228': [0, 228]}	tensor(0.0931)
{'layer0_row239': [0, 239]}	tensor(0.0919)
{'layer0_row203': [0, 203]}	tensor(0.0920)
{'layer0_row23': [0, 23]}	tensor(0.0919)
{'layer1_row81': [1, 81]}	tensor(0.0923)
{'layer0_row159': [0, 159]}	tensor(0.0922)
{'layer1_row18': [1, 18]}	tensor(0.0927)
{'layer0_row26': [0, 26]}	tensor(0.0931)
{'layer0_row298': [0, 298]}	tensor(0.0931)
{'layer0_row54': [0, 54]}	tensor(0.0923)
{'layer0_row81': [0, 81]}	tensor(0.0931)
{'layer1_row85': [1, 85]}	tensor(0.0928)
{'layer1_row42': [1, 42]}	tensor(0.0919)
{'layer0_row67': [0, 67]}	tensor(0.0927)
{'layer1_row20': [1, 20]}	tensor(0.0926)
{'layer1_row90': [1, 90]}	tensor(0.0929)
{'layer0_row166': [0, 166]}	tensor(0.0935)
{'layer0_row156': [0, 156]}	tensor(0.0922)
{'layer0_row42': [0, 42]}	tensor(0.0929)
{'layer0_row11': [0, 11]}	tensor(0.0926)
{'layer1_row37': [1, 37]}	tensor(0.0927)
{'layer0_row231': [0, 231]}	tensor(0.0915)
{'layer0_row45': [0, 45]}	tensor(0.0924)
{'layer0_row15': [0, 15]}	tensor(0.0924)
{'layer0_row197': [0, 197]}	tensor(0.0921)
{'layer0_row240': [0, 240]}	tensor(0.0927)
{'layer0_row234': [0, 234]}	tensor(0.0924)
{'layer0_row162': [0, 162]}	tensor(0.0927)
{'layer1_row44': [1, 44]}	tensor(0.0928)
{'layer1_row94': [1, 94]}	tensor(0.0915)
{'layer1_row80': [1, 80]}	tensor(0.0923)
{'layer0_row186': [0, 186]}	tensor(0.0915)
{'layer1_row98': [1, 98]}	tensor(0.0919)
{'layer0_row62': [0, 62]}	tensor(0.0931)
{'layer0_row10': [0, 10]}	tensor(0.0927)
{'layer0_row56': [0, 56]}	tensor(0.0930)
{'layer0_row83': [0, 83]}	tensor(0.0927)
{'layer0_row153': [0, 153]}	tensor(0.0920)
{'layer0_row233': [0, 233]}	tensor(0.0931)
{'layer1_row0': [1, 0]}	tensor(0.0930)
{'layer0_row211': [0, 211]}	tensor(0.0928)
{'layer0_row258': [0, 258]}	tensor(0.0930)
{'layer0_row202': [0, 202]}	tensor(0.0926)
{'layer0_row92': [0, 92]}	tensor(0.0920)
{'layer0_row103': [0, 103]}	tensor(0.0923)
{'layer1_row27': [1, 27]}	tensor(0.0934)
{'layer0_row152': [0, 152]}	tensor(0.0924)
{'layer0_row198': [0, 198]}	tensor(0.0920)
{'layer0_row291': [0, 291]}	tensor(0.0919)
{'layer0_row131': [0, 131]}	tensor(0.0922)
{'layer1_row45': [1, 45]}	tensor(0.0926)
{'layer0_row269': [0, 269]}	tensor(0.0924)
{'layer0_row251': [0, 251]}	tensor(0.0922)
{'layer0_row147': [0, 147]}	tensor(0.0918)
{'layer1_row82': [1, 82]}	tensor(0.0920)
{'layer0_row129': [0, 129]}	tensor(0.0921)
{'layer0_row51': [0, 51]}	tensor(0.0923)
{'layer0_row249': [0, 249]}	tensor(0.0926)
{'layer0_row53': [0, 53]}	tensor(0.0926)
{'layer0_row281': [0, 281]}	tensor(0.0929)
{'layer1_row91': [1, 91]}	tensor(0.0917)
{'layer0_row114': [0, 114]}	tensor(0.0922)
{'layer0_row227': [0, 227]}	tensor(0.0932)
{'layer1_row55': [1, 55]}	tensor(0.0922)
{'layer0_row165': [0, 165]}	tensor(0.0920)
{'layer0_row85': [0, 85]}	tensor(0.0929)
{'layer1_row41': [1, 41]}	tensor(0.0920)
{'layer0_row194': [0, 194]}	tensor(0.0920)
{'layer1_row8': [1, 8]}	tensor(0.0918)
{'layer0_row221': [0, 221]}	tensor(0.0926)
{'layer1_row14': [1, 14]}	tensor(0.0924)
{'layer1_row57': [1, 57]}	tensor(0.0921)
{'layer0_row226': [0, 226]}	tensor(0.0932)
{'layer0_row276': [0, 276]}	tensor(0.0928)
{'layer0_row6': [0, 6]}	tensor(0.0932)
{'layer0_row192': [0, 192]}	tensor(0.0921)
{'layer0_row157': [0, 157]}	tensor(0.0920)
{'layer0_row22': [0, 22]}	tensor(0.0918)
{'layer0_row149': [0, 149]}	tensor(0.0920)
{'layer0_row270': [0, 270]}	tensor(0.0919)
{'layer0_row176': [0, 176]}	tensor(0.0924)
{'layer1_row58': [1, 58]}	tensor(0.0924)
{'layer0_row177': [0, 177]}	tensor(0.0929)
{'layer0_row119': [0, 119]}	tensor(0.0923)
{'layer0_row17': [0, 17]}	tensor(0.0917)
{'layer1_row17': [1, 17]}	tensor(0.0921)
{'layer0_row95': [0, 95]}	tensor(0.0926)
{'layer0_row139': [0, 139]}	tensor(0.0915)
{'layer0_row246': [0, 246]}	tensor(0.0927)
{'layer1_row52': [1, 52]}	tensor(0.0923)
{'layer0_row136': [0, 136]}	tensor(0.0924)
{'layer0_row253': [0, 253]}	tensor(0.0924)
{'layer0_row175': [0, 175]}	tensor(0.0928)
{'layer0_row24': [0, 24]}	tensor(0.0922)
{'layer1_row53': [1, 53]}	tensor(0.0926)
{'layer0_row225': [0, 225]}	tensor(0.0919)
{'layer0_row224': [0, 224]}	tensor(0.0926)
{'layer0_row143': [0, 143]}	tensor(0.0923)
{'layer0_row40': [0, 40]}	tensor(0.0926)
{'layer0_row280': [0, 280]}	tensor(0.0928)
{'layer0_row214': [0, 214]}	tensor(0.0924)
{'layer0_row134': [0, 134]}	tensor(0.0926)
{'layer0_row84': [0, 84]}	tensor(0.0916)
{'layer0_row75': [0, 75]}	tensor(0.9224)
