Action	Reward
{'layer0_row253': [0, 253]}	tensor(-0.7961)
{'layer1_row51': [1, 51]}	tensor(-0.7926)
{'layer0_row42': [0, 42]}	tensor(-0.7916)
{'layer0_row244': [0, 244]}	tensor(-0.7887)
{'layer1_row23': [1, 23]}	tensor(-0.7864)
{'layer1_row57': [1, 57]}	tensor(-0.7856)
{'layer0_row209': [0, 209]}	tensor(-0.7837)
{'layer0_row55': [0, 55]}	tensor(-0.7807)
{'layer0_row34': [0, 34]}	tensor(-0.7787)
{'layer1_row54': [1, 54]}	tensor(-0.7755)
{'layer0_row280': [0, 280]}	tensor(-0.7750)
{'layer0_row59': [0, 59]}	tensor(-0.7719)
{'layer0_row243': [0, 243]}	tensor(-0.7696)
{'layer1_row86': [1, 86]}	tensor(-0.7659)
{'layer0_row299': [0, 299]}	tensor(-0.7655)
{'layer0_row289': [0, 289]}	tensor(-0.7618)
{'layer0_row230': [0, 230]}	tensor(-0.7590)
{'layer1_row80': [1, 80]}	tensor(-0.7568)
{'layer0_row29': [0, 29]}	tensor(-0.7557)
{'layer1_row31': [1, 31]}	tensor(-0.7522)
{'layer0_row240': [0, 240]}	tensor(-0.7513)
{'layer1_row22': [1, 22]}	tensor(-0.7490)
{'layer0_row143': [0, 143]}	tensor(-0.7476)
{'layer0_row175': [0, 175]}	tensor(-0.7447)
{'layer0_row66': [0, 66]}	tensor(-0.7417)
{'layer0_row45': [0, 45]}	tensor(-0.7392)
{'layer0_row227': [0, 227]}	tensor(-0.7363)
{'layer1_row24': [1, 24]}	tensor(-0.7338)
{'layer0_row144': [0, 144]}	tensor(-0.7321)
{'layer0_row213': [0, 213]}	tensor(-0.7304)
{'layer0_row75': [0, 75]}	tensor(-0.7270)
{'layer1_row35': [1, 35]}	tensor(-0.7241)
{'layer1_row74': [1, 74]}	tensor(-0.7230)
{'layer0_row88': [0, 88]}	tensor(-0.7226)
{'layer1_row85': [1, 85]}	tensor(-0.7197)
{'layer1_row89': [1, 89]}	tensor(-0.7182)
{'layer0_row26': [0, 26]}	tensor(-0.7176)
{'layer0_row72': [0, 72]}	tensor(-0.7145)
{'layer0_row180': [0, 180]}	tensor(-0.7122)
{'layer0_row172': [0, 172]}	tensor(-0.7092)
{'layer0_row31': [0, 31]}	tensor(-0.7059)
{'layer1_row26': [1, 26]}	tensor(-0.7042)
{'layer0_row130': [0, 130]}	tensor(-0.7030)
{'layer0_row127': [0, 127]}	tensor(-0.6991)
{'layer0_row123': [0, 123]}	tensor(-0.6964)
{'layer0_row248': [0, 248]}	tensor(-0.6943)
{'layer0_row105': [0, 105]}	tensor(-0.6911)
{'layer0_row10': [0, 10]}	tensor(-0.6881)
{'layer0_row65': [0, 65]}	tensor(-0.6846)
{'layer1_row45': [1, 45]}	tensor(-0.6823)
{'layer0_row238': [0, 238]}	tensor(-0.6815)
{'layer1_row49': [1, 49]}	tensor(-0.6784)
{'layer0_row284': [0, 284]}	tensor(-0.6783)
{'layer0_row64': [0, 64]}	tensor(-0.6751)
{'layer0_row162': [0, 162]}	tensor(-0.6723)
{'layer0_row85': [0, 85]}	tensor(-0.6691)
{'layer0_row20': [0, 20]}	tensor(-0.6664)
{'layer0_row161': [0, 161]}	tensor(-0.6631)
{'layer0_row154': [0, 154]}	tensor(-0.6604)
{'layer0_row120': [0, 120]}	tensor(-0.6585)
{'layer1_row30': [1, 30]}	tensor(-0.6546)
{'layer0_row225': [0, 225]}	tensor(-0.6540)
{'layer0_row220': [0, 220]}	tensor(-0.6507)
{'layer0_row74': [0, 74]}	tensor(-0.6481)
{'layer0_row106': [0, 106]}	tensor(-0.6455)
{'layer0_row203': [0, 203]}	tensor(-0.6427)
{'layer0_row229': [0, 229]}	tensor(-0.6395)
{'layer0_row37': [0, 37]}	tensor(-0.6373)
{'layer0_row211': [0, 211]}	tensor(-0.6340)
{'layer0_row235': [0, 235]}	tensor(-0.6308)
{'layer0_row268': [0, 268]}	tensor(-0.6285)
{'layer0_row231': [0, 231]}	tensor(-0.6256)
{'layer1_row36': [1, 36]}	tensor(-0.6227)
{'layer0_row167': [0, 167]}	tensor(-0.6226)
{'layer0_row165': [0, 165]}	tensor(-0.6196)
{'layer0_row93': [0, 93]}	tensor(-0.6162)
{'layer0_row89': [0, 89]}	tensor(-0.6134)
{'layer1_row56': [1, 56]}	tensor(-0.6105)
{'layer1_row18': [1, 18]}	tensor(-0.6100)
{'layer0_row170': [0, 170]}	tensor(-0.6092)
{'layer0_row100': [0, 100]}	tensor(-0.6055)
{'layer0_row159': [0, 159]}	tensor(-0.6034)
{'layer1_row73': [1, 73]}	tensor(-0.6006)
{'layer0_row293': [0, 293]}	tensor(-0.5992)
{'layer0_row226': [0, 226]}	tensor(-0.5968)
{'layer0_row188': [0, 188]}	tensor(-0.5944)
{'layer0_row7': [0, 7]}	tensor(-0.5912)
{'layer0_row241': [0, 241]}	tensor(-0.5880)
{'layer0_row139': [0, 139]}	tensor(-0.5849)
{'layer0_row221': [0, 221]}	tensor(-0.5830)
{'layer1_row90': [1, 90]}	tensor(-0.5799)
{'layer0_row8': [0, 8]}	tensor(-0.5792)
{'layer0_row294': [0, 294]}	tensor(-0.5763)
{'layer1_row55': [1, 55]}	tensor(-0.5736)
{'layer0_row218': [0, 218]}	tensor(-0.5736)
{'layer0_row283': [0, 283]}	tensor(-0.5697)
{'layer0_row133': [0, 133]}	tensor(-0.5670)
{'layer0_row96': [0, 96]}	tensor(-0.5633)
{'layer0_row11': [0, 11]}	tensor(-0.5615)
{'layer0_row264': [0, 264]}	tensor(-0.5583)
{'layer1_row20': [1, 20]}	tensor(-0.5554)
{'layer0_row69': [0, 69]}	tensor(-0.5551)
{'layer1_row13': [1, 13]}	tensor(-0.5517)
{'layer0_row6': [0, 6]}	tensor(-0.5516)
{'layer1_row97': [1, 97]}	tensor(-0.5481)
{'layer0_row281': [0, 281]}	tensor(-0.5474)
{'layer0_row109': [0, 109]}	tensor(-0.5451)
{'layer0_row149': [0, 149]}	tensor(-0.5421)
{'layer0_row178': [0, 178]}	tensor(-0.5394)
{'layer0_row113': [0, 113]}	tensor(-0.5368)
{'layer0_row19': [0, 19]}	tensor(-0.5343)
{'layer0_row250': [0, 250]}	tensor(-0.5309)
{'layer0_row118': [0, 118]}	tensor(-0.5286)
{'layer0_row247': [0, 247]}	tensor(-0.5252)
{'layer0_row278': [0, 278]}	tensor(-0.5225)
{'layer0_row157': [0, 157]}	tensor(-0.5198)
{'layer1_row34': [1, 34]}	tensor(-0.5174)
{'layer1_row93': [1, 93]}	tensor(-0.5160)
{'layer0_row290': [0, 290]}	tensor(-0.5158)
{'layer0_row152': [0, 152]}	tensor(-0.5130)
{'layer1_row52': [1, 52]}	tensor(-0.5103)
{'layer0_row184': [0, 184]}	tensor(-0.5091)
{'layer1_row70': [1, 70]}	tensor(-0.5063)
{'layer1_row39': [1, 39]}	tensor(-0.5058)
{'layer0_row103': [0, 103]}	tensor(-0.5057)
{'layer0_row191': [0, 191]}	tensor(-0.5024)
{'layer0_row25': [0, 25]}	tensor(-0.5000)
{'layer1_row76': [1, 76]}	tensor(-0.4970)
{'layer0_row54': [0, 54]}	tensor(-0.4963)
{'layer1_row29': [1, 29]}	tensor(-0.4933)
{'layer0_row201': [0, 201]}	tensor(-0.4929)
{'layer0_row90': [0, 90]}	tensor(-0.4897)
{'layer1_row62': [1, 62]}	tensor(-0.4874)
{'layer0_row151': [0, 151]}	tensor(-0.4861)
{'layer0_row277': [0, 277]}	tensor(-0.4840)
{'layer0_row48': [0, 48]}	tensor(-0.4810)
{'layer0_row104': [0, 104]}	tensor(-0.4788)
{'layer0_row98': [0, 98]}	tensor(-0.4759)
{'layer0_row156': [0, 156]}	tensor(-0.4733)
{'layer0_row49': [0, 49]}	tensor(-0.4700)
{'layer0_row78': [0, 78]}	tensor(-0.4673)
{'layer0_row62': [0, 62]}	tensor(-0.4643)
{'layer0_row207': [0, 207]}	tensor(-0.4614)
{'layer0_row147': [0, 147]}	tensor(-0.4583)
{'layer0_row146': [0, 146]}	tensor(-0.4557)
{'layer1_row0': [1, 0]}	tensor(-0.4530)
{'layer0_row200': [0, 200]}	tensor(-0.4527)
{'layer1_row15': [1, 15]}	tensor(-0.4498)
{'layer0_row298': [0, 298]}	tensor(-0.4489)
{'layer0_row287': [0, 287]}	tensor(-0.4459)
{'layer0_row60': [0, 60]}	tensor(-0.4434)
{'layer0_row131': [0, 131]}	tensor(-0.4407)
{'layer0_row173': [0, 173]}	tensor(-0.4378)
{'layer0_row84': [0, 84]}	tensor(-0.4351)
{'layer1_row69': [1, 69]}	tensor(-0.4318)
{'layer0_row177': [0, 177]}	tensor(-0.4317)
{'layer1_row82': [1, 82]}	tensor(-0.4293)
{'layer0_row297': [0, 297]}	tensor(-0.4284)
{'layer0_row18': [0, 18]}	tensor(-0.4255)
{'layer1_row78': [1, 78]}	tensor(-0.4227)
{'layer0_row276': [0, 276]}	tensor(-0.4223)
{'layer1_row50': [1, 50]}	tensor(-0.4193)
{'layer0_row179': [0, 179]}	tensor(-0.4192)
{'layer0_row266': [0, 266]}	tensor(-0.4162)
{'layer0_row141': [0, 141]}	tensor(-0.4134)
{'layer0_row262': [0, 262]}	tensor(-0.4107)
{'layer0_row267': [0, 267]}	tensor(-0.4079)
{'layer0_row86': [0, 86]}	tensor(-0.4048)
{'layer1_row4': [1, 4]}	tensor(-0.4024)
{'layer0_row263': [0, 263]}	tensor(-0.4021)
{'layer1_row44': [1, 44]}	tensor(-0.3989)
{'layer0_row30': [0, 30]}	tensor(-0.3983)
{'layer0_row115': [0, 115]}	tensor(-0.3954)
{'layer0_row132': [0, 132]}	tensor(-0.3930)
{'layer1_row41': [1, 41]}	tensor(-0.3902)
{'layer0_row242': [0, 242]}	tensor(-0.3895)
{'layer0_row215': [0, 215]}	tensor(-0.3870)
{'layer1_row7': [1, 7]}	tensor(-0.3846)
{'layer0_row171': [0, 171]}	tensor(-0.3834)
{'layer0_row102': [0, 102]}	tensor(-0.3808)
{'layer1_row58': [1, 58]}	tensor(-0.3782)
{'layer0_row182': [0, 182]}	tensor(-0.3774)
{'layer0_row261': [0, 261]}	tensor(-0.3747)
{'layer0_row121': [0, 121]}	tensor(-0.3721)
{'layer0_row70': [0, 70]}	tensor(-0.3691)
{'layer1_row28': [1, 28]}	tensor(-0.3663)
{'layer0_row108': [0, 108]}	tensor(-0.3659)
{'layer1_row43': [1, 43]}	tensor(-0.3630)
{'layer0_row269': [0, 269]}	tensor(-0.3632)
{'layer0_row272': [0, 272]}	tensor(-0.3602)
{'layer0_row296': [0, 296]}	tensor(-0.3572)
{'layer0_row245': [0, 245]}	tensor(-0.3544)
{'layer0_row236': [0, 236]}	tensor(-0.3518)
{'layer0_row237': [0, 237]}	tensor(-0.3492)
{'layer0_row67': [0, 67]}	tensor(-0.3461)
{'layer1_row95': [1, 95]}	tensor(-0.3435)
{'layer0_row168': [0, 168]}	tensor(-0.3429)
{'layer0_row210': [0, 210]}	tensor(-0.3405)
{'layer0_row196': [0, 196]}	tensor(-0.3378)
{'layer0_row265': [0, 265]}	tensor(-0.3344)
{'layer1_row17': [1, 17]}	tensor(-0.3319)
{'layer0_row17': [0, 17]}	tensor(-0.3319)
{'layer0_row208': [0, 208]}	tensor(-0.3284)
{'layer0_row138': [0, 138]}	tensor(-0.3258)
{'layer0_row124': [0, 124]}	tensor(-0.3230)
{'layer0_row187': [0, 187]}	tensor(-0.3206)
{'layer0_row21': [0, 21]}	tensor(-0.3177)
{'layer0_row145': [0, 145]}	tensor(-0.3153)
{'layer0_row223': [0, 223]}	tensor(-0.3123)
{'layer0_row14': [0, 14]}	tensor(-0.3096)
{'layer0_row61': [0, 61]}	tensor(-0.3070)
{'layer0_row288': [0, 288]}	tensor(-0.3039)
{'layer0_row206': [0, 206]}	tensor(-0.3019)
{'layer0_row212': [0, 212]}	tensor(-0.2986)
{'layer0_row224': [0, 224]}	tensor(-0.2958)
{'layer0_row92': [0, 92]}	tensor(-0.2929)
{'layer1_row6': [1, 6]}	tensor(-0.2904)
{'layer0_row4': [0, 4]}	tensor(-0.2900)
{'layer1_row14': [1, 14]}	tensor(-0.2871)
{'layer0_row82': [0, 82]}	tensor(-0.2870)
{'layer0_row153': [0, 153]}	tensor(-0.2840)
{'layer0_row0': [0, 0]}	tensor(-0.2815)
{'layer0_row291': [0, 291]}	tensor(-0.2785)
{'layer1_row12': [1, 12]}	tensor(-0.2758)
{'layer0_row199': [0, 199]}	tensor(-0.2756)
{'layer1_row10': [1, 10]}	tensor(-0.2728)
{'layer0_row41': [0, 41]}	tensor(-0.2723)
{'layer0_row270': [0, 270]}	tensor(-0.2695)
{'layer0_row95': [0, 95]}	tensor(-0.2670)
{'layer0_row39': [0, 39]}	tensor(-0.2642)
{'layer0_row50': [0, 50]}	tensor(-0.2615)
{'layer0_row155': [0, 155]}	tensor(-0.2587)
{'layer0_row254': [0, 254]}	tensor(-0.2559)
{'layer0_row163': [0, 163]}	tensor(-0.2532)
{'layer0_row76': [0, 76]}	tensor(-0.2506)
{'layer0_row160': [0, 160]}	tensor(-0.2474)
{'layer0_row27': [0, 27]}	tensor(-0.2448)
{'layer0_row233': [0, 233]}	tensor(-0.2422)
{'layer0_row129': [0, 129]}	tensor(-0.2396)
{'layer0_row91': [0, 91]}	tensor(-0.2369)
{'layer0_row256': [0, 256]}	tensor(-0.2341)
{'layer0_row286': [0, 286]}	tensor(-0.2314)
{'layer0_row1': [0, 1]}	tensor(-0.2285)
{'layer1_row25': [1, 25]}	tensor(-0.2259)
{'layer0_row80': [0, 80]}	tensor(-0.2257)
{'layer0_row222': [0, 222]}	tensor(-0.2229)
{'layer1_row40': [1, 40]}	tensor(-0.2201)
{'layer1_row98': [1, 98]}	tensor(-0.2197)
{'layer1_row81': [1, 81]}	tensor(-0.2193)
{'layer1_row60': [1, 60]}	tensor(-0.2191)
{'layer1_row19': [1, 19]}	tensor(-0.2189)
{'layer0_row58': [0, 58]}	tensor(-0.2186)
{'layer0_row5': [0, 5]}	tensor(-0.2158)
{'layer0_row128': [0, 128]}	tensor(-0.2130)
{'layer0_row239': [0, 239]}	tensor(-0.2104)
{'layer0_row114': [0, 114]}	tensor(-0.2077)
{'layer0_row195': [0, 195]}	tensor(-0.2049)
{'layer0_row197': [0, 197]}	tensor(-0.2023)
{'layer0_row32': [0, 32]}	tensor(-0.1994)
{'layer1_row61': [1, 61]}	tensor(-0.1966)
{'layer1_row92': [1, 92]}	tensor(-0.1967)
{'layer1_row63': [1, 63]}	tensor(-0.1964)
{'layer1_row68': [1, 68]}	tensor(-0.1960)
{'layer0_row101': [0, 101]}	tensor(-0.1958)
{'layer0_row56': [0, 56]}	tensor(-0.1930)
{'layer0_row24': [0, 24]}	tensor(-0.1904)
{'layer0_row46': [0, 46]}	tensor(-0.1877)
{'layer0_row252': [0, 252]}	tensor(-0.1848)
{'layer0_row260': [0, 260]}	tensor(-0.1822)
{'layer1_row91': [1, 91]}	tensor(-0.1795)
{'layer1_row37': [1, 37]}	tensor(-0.1791)
{'layer0_row204': [0, 204]}	tensor(999.8209)
