Action	Reward
{'layer0_row87': [0, 87]}	tensor(0.0988)
{'layer0_row10': [0, 10]}	tensor(0.0993)
{'layer0_row290': [0, 290]}	tensor(0.0987)
{'layer0_row65': [0, 65]}	tensor(0.0990)
{'layer0_row191': [0, 191]}	tensor(0.0991)
{'layer1_row93': [1, 93]}	tensor(0.1001)
{'layer0_row28': [0, 28]}	tensor(0.0989)
{'layer0_row184': [0, 184]}	tensor(0.0990)
{'layer1_row91': [1, 91]}	tensor(0.0986)
{'layer0_row240': [0, 240]}	tensor(0.0990)
{'layer0_row274': [0, 274]}	tensor(0.0996)
{'layer0_row206': [0, 206]}	tensor(0.0991)
{'layer0_row50': [0, 50]}	tensor(0.0987)
{'layer0_row217': [0, 217]}	tensor(0.0986)
{'layer0_row116': [0, 116]}	tensor(0.9825)
