Action	Reward
{'layer0_row141': [0, 141]}	tensor(-0.4678)
{'layer0_row18': [0, 18]}	tensor(-0.4646)
{'layer0_row86': [0, 86]}	tensor(-0.4616)
{'layer1_row44': [1, 44]}	tensor(-0.4588)
{'layer0_row263': [0, 263]}	tensor(-0.4586)
{'layer1_row4': [1, 4]}	tensor(-0.4555)
{'layer0_row132': [0, 132]}	tensor(-0.4554)
{'layer0_row30': [0, 30]}	tensor(-0.4519)
{'layer1_row41': [1, 41]}	tensor(-0.4490)
{'layer0_row115': [0, 115]}	tensor(-0.4487)
{'layer0_row242': [0, 242]}	tensor(-0.4460)
{'layer1_row7': [1, 7]}	tensor(-0.4426)
{'layer0_row102': [0, 102]}	tensor(-0.4427)
{'layer1_row58': [1, 58]}	tensor(-0.4395)
{'layer0_row171': [0, 171]}	tensor(-0.4392)
{'layer0_row182': [0, 182]}	tensor(-0.4361)
{'layer1_row28': [1, 28]}	tensor(-0.4332)
{'layer1_row50': [1, 50]}	tensor(-0.4329)
{'layer0_row269': [0, 269]}	tensor(-0.4322)
{'layer1_row24': [1, 24]}	tensor(-0.4288)
{'layer0_row54': [0, 54]}	tensor(-0.4286)
{'layer0_row245': [0, 245]}	tensor(-0.4263)
{'layer0_row296': [0, 296]}	tensor(-0.4230)
{'layer1_row43': [1, 43]}	tensor(-0.4204)
{'layer0_row67': [0, 67]}	tensor(-0.4196)
{'layer0_row42': [0, 42]}	tensor(-0.4168)
{'layer0_row237': [0, 237]}	tensor(-0.4135)
{'layer0_row121': [0, 121]}	tensor(-0.4112)
{'layer0_row168': [0, 168]}	tensor(-0.4085)
{'layer0_row210': [0, 210]}	tensor(-0.4055)
{'layer0_row272': [0, 272]}	tensor(-0.4027)
{'layer0_row196': [0, 196]}	tensor(-0.3997)
{'layer0_row265': [0, 265]}	tensor(-0.3969)
{'layer0_row17': [0, 17]}	tensor(-0.3943)
{'layer0_row208': [0, 208]}	tensor(-0.3911)
{'layer1_row17': [1, 17]}	tensor(-0.3883)
{'layer1_row95': [1, 95]}	tensor(-0.3881)
{'layer0_row21': [0, 21]}	tensor(-0.3874)
{'layer0_row187': [0, 187]}	tensor(-0.3846)
{'layer0_row223': [0, 223]}	tensor(-0.3820)
{'layer0_row145': [0, 145]}	tensor(-0.3789)
{'layer0_row14': [0, 14]}	tensor(-0.3760)
{'layer0_row61': [0, 61]}	tensor(-0.3733)
{'layer0_row124': [0, 124]}	tensor(-0.3705)
{'layer0_row20': [0, 20]}	tensor(-0.3678)
{'layer0_row288': [0, 288]}	tensor(-0.3646)
{'layer0_row212': [0, 212]}	tensor(-0.3618)
{'layer0_row206': [0, 206]}	tensor(-0.3589)
{'layer0_row224': [0, 224]}	tensor(-0.3564)
{'layer0_row92': [0, 92]}	tensor(-0.3535)
{'layer1_row6': [1, 6]}	tensor(-0.3503)
{'layer1_row14': [1, 14]}	tensor(-0.3503)
{'layer0_row82': [0, 82]}	tensor(-0.3496)
{'layer0_row153': [0, 153]}	tensor(-0.3469)
{'layer0_row0': [0, 0]}	tensor(-0.3438)
{'layer1_row89': [1, 89]}	tensor(-0.3415)
{'layer0_row291': [0, 291]}	tensor(-0.3408)
{'layer0_row199': [0, 199]}	tensor(-0.3379)
{'layer1_row10': [1, 10]}	tensor(-0.3351)
{'layer1_row12': [1, 12]}	tensor(-0.3347)
{'layer0_row4': [0, 4]}	tensor(-0.3341)
{'layer0_row270': [0, 270]}	tensor(-0.3314)
{'layer0_row95': [0, 95]}	tensor(-0.3284)
{'layer0_row39': [0, 39]}	tensor(-0.3256)
{'layer0_row50': [0, 50]}	tensor(-0.3232)
{'layer0_row155': [0, 155]}	tensor(-0.3200)
{'layer0_row254': [0, 254]}	tensor(-0.3173)
{'layer0_row163': [0, 163]}	tensor(-0.3144)
{'layer0_row215': [0, 215]}	tensor(-0.3114)
{'layer0_row160': [0, 160]}	tensor(-0.3086)
{'layer0_row261': [0, 261]}	tensor(-0.3061)
{'layer0_row76': [0, 76]}	tensor(-0.3031)
{'layer0_row41': [0, 41]}	tensor(-0.3004)
{'layer0_row27': [0, 27]}	tensor(-0.2975)
{'layer0_row233': [0, 233]}	tensor(-0.2947)
{'layer0_row129': [0, 129]}	tensor(-0.2920)
{'layer0_row91': [0, 91]}	tensor(-0.2888)
{'layer0_row256': [0, 256]}	tensor(-0.2864)
{'layer0_row286': [0, 286]}	tensor(-0.2835)
{'layer0_row1': [0, 1]}	tensor(-0.2807)
{'layer1_row25': [1, 25]}	tensor(-0.2778)
{'layer0_row80': [0, 80]}	tensor(-0.2776)
{'layer0_row222': [0, 222]}	tensor(-0.2746)
{'layer1_row40': [1, 40]}	tensor(-0.2718)
{'layer1_row98': [1, 98]}	tensor(-0.2713)
{'layer1_row19': [1, 19]}	tensor(-0.2714)
{'layer1_row60': [1, 60]}	tensor(-0.2708)
{'layer0_row58': [0, 58]}	tensor(-0.2703)
{'layer0_row5': [0, 5]}	tensor(-0.2672)
{'layer0_row128': [0, 128]}	tensor(-0.2648)
{'layer0_row239': [0, 239]}	tensor(-0.2620)
{'layer0_row195': [0, 195]}	tensor(-0.2591)
{'layer0_row197': [0, 197]}	tensor(-0.2564)
{'layer0_row32': [0, 32]}	tensor(-0.2537)
{'layer1_row63': [1, 63]}	tensor(-0.2506)
{'layer1_row61': [1, 61]}	tensor(-0.2505)
{'layer0_row78': [0, 78]}	tensor(-0.2499)
{'layer0_row56': [0, 56]}	tensor(-0.2471)
{'layer0_row24': [0, 24]}	tensor(-0.2444)
{'layer0_row46': [0, 46]}	tensor(-0.2417)
{'layer0_row252': [0, 252]}	tensor(-0.2388)
{'layer0_row70': [0, 70]}	tensor(-0.2359)
{'layer0_row260': [0, 260]}	tensor(-0.2331)
{'layer1_row91': [1, 91]}	tensor(-0.2305)
{'layer0_row204': [0, 204]}	tensor(-0.2303)
{'layer0_row219': [0, 219]}	tensor(-0.2272)
{'layer0_row134': [0, 134]}	tensor(-0.2246)
{'layer0_row275': [0, 275]}	tensor(-0.2218)
{'layer1_row75': [1, 75]}	tensor(-0.2190)
{'layer1_row37': [1, 37]}	tensor(-0.2188)
{'layer0_row126': [0, 126]}	tensor(-0.2185)
{'layer1_row48': [1, 48]}	tensor(-0.2158)
{'layer0_row73': [0, 73]}	tensor(-0.2152)
{'layer1_row92': [1, 92]}	tensor(-0.2124)
{'layer0_row234': [0, 234]}	tensor(-0.2122)
{'layer0_row202': [0, 202]}	tensor(-0.2094)
{'layer0_row255': [0, 255]}	tensor(-0.2067)
{'layer0_row299': [0, 299]}	tensor(-0.2040)
{'layer1_row3': [1, 3]}	tensor(-0.2011)
{'layer0_row290': [0, 290]}	tensor(-0.2009)
{'layer0_row108': [0, 108]}	tensor(-0.1982)
{'layer0_row33': [0, 33]}	tensor(-0.1953)
{'layer0_row137': [0, 137]}	tensor(-0.1926)
{'layer0_row161': [0, 161]}	tensor(-0.1899)
{'layer0_row205': [0, 205]}	tensor(-0.1869)
{'layer1_row83': [1, 83]}	tensor(-0.1842)
{'layer0_row117': [0, 117]}	tensor(999.8160)
