Action	Reward
{'layer1_row12': [1, 12]}	tensor(0.0466)
{'layer1_row69': [1, 69]}	tensor(0.0468)
{'layer0_row97': [0, 97]}	tensor(0.0466)
{'layer0_row209': [0, 209]}	tensor(0.0463)
{'layer1_row82': [1, 82]}	tensor(0.0464)
{'layer1_row10': [1, 10]}	tensor(0.0460)
{'layer0_row57': [0, 57]}	tensor(0.0463)
{'layer1_row11': [1, 11]}	tensor(0.0457)
{'layer1_row37': [1, 37]}	tensor(0.0456)
{'layer1_row28': [1, 28]}	tensor(0.0453)
{'layer0_row172': [0, 172]}	tensor(0.0451)
{'layer0_row240': [0, 240]}	tensor(0.0450)
{'layer0_row269': [0, 269]}	tensor(0.0449)
{'layer0_row213': [0, 213]}	tensor(0.0444)
{'layer1_row34': [1, 34]}	tensor(0.0442)
{'layer0_row37': [0, 37]}	tensor(0.0440)
{'layer0_row111': [0, 111]}	tensor(0.0441)
{'layer0_row185': [0, 185]}	tensor(0.0437)
{'layer0_row49': [0, 49]}	tensor(0.0437)
{'layer0_row51': [0, 51]}	tensor(0.0430)
{'layer0_row219': [0, 219]}	tensor(0.0426)
{'layer0_row252': [0, 252]}	tensor(0.0422)
{'layer0_row267': [0, 267]}	tensor(0.0423)
{'layer0_row197': [0, 197]}	tensor(0.0417)
{'layer0_row116': [0, 116]}	tensor(0.0414)
{'layer0_row128': [0, 128]}	tensor(0.0411)
{'layer0_row175': [0, 175]}	tensor(0.0409)
{'layer1_row5': [1, 5]}	tensor(0.0403)
{'layer0_row21': [0, 21]}	tensor(0.0406)
{'layer0_row296': [0, 296]}	tensor(0.0403)
{'layer0_row59': [0, 59]}	tensor(0.0401)
{'layer0_row282': [0, 282]}	tensor(0.0399)
{'layer1_row29': [1, 29]}	tensor(0.0396)
{'layer1_row15': [1, 15]}	tensor(0.0395)
{'layer0_row280': [0, 280]}	tensor(0.0390)
{'layer0_row143': [0, 143]}	tensor(0.0388)
{'layer0_row153': [0, 153]}	tensor(0.0386)
{'layer0_row42': [0, 42]}	tensor(0.0381)
{'layer0_row210': [0, 210]}	tensor(0.0378)
{'layer0_row283': [0, 283]}	tensor(0.0380)
{'layer0_row125': [0, 125]}	tensor(0.0372)
{'layer0_row163': [0, 163]}	tensor(0.0369)
{'layer0_row195': [0, 195]}	tensor(0.0366)
{'layer1_row21': [1, 21]}	tensor(0.0363)
{'layer0_row206': [0, 206]}	tensor(0.0363)
{'layer0_row91': [0, 91]}	tensor(0.0360)
{'layer0_row230': [0, 230]}	tensor(0.0356)
{'layer0_row217': [0, 217]}	tensor(0.0357)
{'layer0_row145': [0, 145]}	tensor(0.0351)
{'layer1_row52': [1, 52]}	tensor(0.0350)
{'layer1_row50': [1, 50]}	tensor(0.0350)
{'layer0_row251': [0, 251]}	tensor(0.0348)
{'layer0_row135': [0, 135]}	tensor(0.0344)
{'layer1_row16': [1, 16]}	tensor(0.0341)
{'layer1_row68': [1, 68]}	tensor(0.0338)
{'layer1_row86': [1, 86]}	tensor(0.0339)
{'layer0_row81': [0, 81]}	tensor(0.0338)
{'layer0_row67': [0, 67]}	tensor(0.0339)
{'layer0_row178': [0, 178]}	tensor(0.0335)
{'layer1_row47': [1, 47]}	tensor(0.0329)
{'layer0_row142': [0, 142]}	tensor(0.0331)
{'layer0_row198': [0, 198]}	tensor(0.0326)
{'layer0_row181': [0, 181]}	tensor(0.0323)
{'layer0_row236': [0, 236]}	tensor(0.0324)
{'layer1_row60': [1, 60]}	tensor(0.0320)
{'layer0_row184': [0, 184]}	tensor(0.0319)
{'layer0_row260': [0, 260]}	tensor(0.0316)
{'layer0_row286': [0, 286]}	tensor(0.0313)
{'layer0_row291': [0, 291]}	tensor(0.0308)
{'layer0_row191': [0, 191]}	tensor(0.0304)
{'layer0_row192': [0, 192]}	tensor(0.0304)
{'layer0_row190': [0, 190]}	tensor(0.0299)
{'layer1_row71': [1, 71]}	tensor(0.0298)
{'layer0_row78': [0, 78]}	tensor(0.0296)
{'layer0_row298': [0, 298]}	tensor(0.0296)
{'layer0_row257': [0, 257]}	tensor(0.0293)
{'layer0_row98': [0, 98]}	tensor(0.0287)
{'layer0_row227': [0, 227]}	tensor(0.0284)
{'layer0_row168': [0, 168]}	tensor(0.0281)
{'layer1_row95': [1, 95]}	tensor(0.0279)
{'layer0_row244': [0, 244]}	tensor(0.0277)
{'layer1_row74': [1, 74]}	tensor(0.0275)
{'layer0_row89': [0, 89]}	tensor(0.0272)
{'layer0_row138': [0, 138]}	tensor(0.0272)
{'layer0_row226': [0, 226]}	tensor(0.0269)
{'layer0_row261': [0, 261]}	tensor(0.0264)
{'layer0_row47': [0, 47]}	tensor(0.0262)
{'layer0_row264': [0, 264]}	tensor(0.0258)
{'layer0_row151': [0, 151]}	tensor(0.0257)
{'layer1_row13': [1, 13]}	tensor(0.0254)
{'layer0_row211': [0, 211]}	tensor(0.0252)
{'layer0_row9': [0, 9]}	tensor(0.0251)
{'layer0_row35': [0, 35]}	tensor(0.0248)
{'layer1_row77': [1, 77]}	tensor(0.0245)
{'layer0_row131': [0, 131]}	tensor(0.0244)
{'layer0_row93': [0, 93]}	tensor(0.0241)
{'layer1_row0': [1, 0]}	tensor(0.0237)
{'layer0_row121': [0, 121]}	tensor(0.0238)
{'layer0_row196': [0, 196]}	tensor(0.0233)
{'layer0_row154': [0, 154]}	tensor(0.0234)
{'layer0_row250': [0, 250]}	tensor(0.0229)
{'layer0_row270': [0, 270]}	tensor(0.0226)
{'layer1_row19': [1, 19]}	tensor(0.0223)
{'layer0_row214': [0, 214]}	tensor(0.0222)
{'layer0_row205': [0, 205]}	tensor(0.0219)
{'layer0_row287': [0, 287]}	tensor(0.0216)
{'layer0_row86': [0, 86]}	tensor(0.0213)
{'layer0_row139': [0, 139]}	tensor(0.0210)
{'layer1_row42': [1, 42]}	tensor(0.0207)
{'layer1_row17': [1, 17]}	tensor(0.0205)
{'layer0_row73': [0, 73]}	tensor(0.0206)
{'layer0_row69': [0, 69]}	tensor(0.0204)
{'layer0_row245': [0, 245]}	tensor(0.0202)
{'layer0_row33': [0, 33]}	tensor(0.1977)
