Action	Reward
{'layer1_row45': [1, 45]}	tensor(-0.7222)
{'layer0_row162': [0, 162]}	tensor(-0.7207)
{'layer0_row64': [0, 64]}	tensor(-0.7182)
{'layer0_row85': [0, 85]}	tensor(-0.7152)
{'layer0_row10': [0, 10]}	tensor(-0.7117)
{'layer1_row26': [1, 26]}	tensor(-0.7089)
{'layer1_row30': [1, 30]}	tensor(-0.7087)
{'layer1_row49': [1, 49]}	tensor(-0.7081)
{'layer0_row120': [0, 120]}	tensor(-0.7070)
{'layer0_row154': [0, 154]}	tensor(-0.7034)
{'layer0_row225': [0, 225]}	tensor(-0.7002)
{'layer0_row74': [0, 74]}	tensor(-0.6980)
{'layer0_row220': [0, 220]}	tensor(-0.6951)
{'layer0_row203': [0, 203]}	tensor(-0.6924)
{'layer0_row37': [0, 37]}	tensor(-0.6882)
{'layer1_row80': [1, 80]}	tensor(-0.6859)
{'layer0_row211': [0, 211]}	tensor(-0.6849)
{'layer0_row268': [0, 268]}	tensor(-0.6827)
{'layer0_row106': [0, 106]}	tensor(-0.6794)
{'layer1_row36': [1, 36]}	tensor(-0.6764)
{'layer0_row165': [0, 165]}	tensor(-0.6756)
{'layer0_row93': [0, 93]}	tensor(-0.6724)
{'layer0_row167': [0, 167]}	tensor(-0.6699)
{'layer0_row89': [0, 89]}	tensor(-0.6669)
{'layer0_row231': [0, 231]}	tensor(-0.6640)
{'layer1_row18': [1, 18]}	tensor(-0.6612)
{'layer0_row170': [0, 170]}	tensor(-0.6600)
{'layer0_row100': [0, 100]}	tensor(-0.6572)
{'layer0_row159': [0, 159]}	tensor(-0.6545)
{'layer0_row293': [0, 293]}	tensor(-0.6514)
{'layer1_row73': [1, 73]}	tensor(-0.6487)
{'layer1_row56': [1, 56]}	tensor(-0.6481)
{'layer0_row7': [0, 7]}	tensor(-0.6469)
{'layer0_row139': [0, 139]}	tensor(-0.6440)
{'layer0_row226': [0, 226]}	tensor(-0.6414)
{'layer0_row188': [0, 188]}	tensor(-0.6385)
{'layer0_row221': [0, 221]}	tensor(-0.6354)
{'layer0_row294': [0, 294]}	tensor(-0.6324)
{'layer0_row241': [0, 241]}	tensor(-0.6297)
{'layer0_row284': [0, 284]}	tensor(-0.6265)
{'layer1_row55': [1, 55]}	tensor(-0.6238)
{'layer0_row218': [0, 218]}	tensor(-0.6233)
{'layer0_row283': [0, 283]}	tensor(-0.6203)
{'layer0_row133': [0, 133]}	tensor(-0.6173)
{'layer0_row96': [0, 96]}	tensor(-0.6140)
{'layer0_row11': [0, 11]}	tensor(-0.6116)
{'layer0_row264': [0, 264]}	tensor(-0.6080)
{'layer1_row13': [1, 13]}	tensor(-0.6053)
{'layer0_row6': [0, 6]}	tensor(-0.6047)
{'layer1_row97': [1, 97]}	tensor(-0.6016)
{'layer0_row69': [0, 69]}	tensor(-0.6013)
{'layer0_row281': [0, 281]}	tensor(-0.5982)
{'layer0_row109': [0, 109]}	tensor(-0.5952)
{'layer0_row149': [0, 149]}	tensor(-0.5923)
{'layer0_row178': [0, 178]}	tensor(-0.5898)
{'layer0_row19': [0, 19]}	tensor(-0.5866)
{'layer0_row250': [0, 250]}	tensor(-0.5837)
{'layer0_row118': [0, 118]}	tensor(-0.5807)
{'layer0_row247': [0, 247]}	tensor(-0.5780)
{'layer0_row113': [0, 113]}	tensor(-0.5749)
{'layer0_row278': [0, 278]}	tensor(-0.5724)
{'layer1_row34': [1, 34]}	tensor(-0.5693)
{'layer1_row20': [1, 20]}	tensor(-0.5684)
{'layer1_row93': [1, 93]}	tensor(-0.5677)
{'layer1_row52': [1, 52]}	tensor(-0.5667)
{'layer0_row152': [0, 152]}	tensor(-0.5665)
{'layer1_row70': [1, 70]}	tensor(-0.5635)
{'layer1_row39': [1, 39]}	tensor(-0.5628)
{'layer0_row25': [0, 25]}	tensor(-0.5619)
{'layer1_row76': [1, 76]}	tensor(-0.5591)
{'layer1_row29': [1, 29]}	tensor(-0.5589)
{'layer0_row191': [0, 191]}	tensor(-0.5576)
{'layer0_row184': [0, 184]}	tensor(-0.5553)
{'layer0_row105': [0, 105]}	tensor(-0.5523)
{'layer0_row151': [0, 151]}	tensor(-0.5495)
{'layer0_row277': [0, 277]}	tensor(-0.5467)
{'layer0_row90': [0, 90]}	tensor(-0.5433)
{'layer1_row62': [1, 62]}	tensor(-0.5409)
{'layer0_row48': [0, 48]}	tensor(-0.5396)
{'layer0_row156': [0, 156]}	tensor(-0.5364)
{'layer0_row104': [0, 104]}	tensor(-0.5342)
{'layer0_row62': [0, 62]}	tensor(-0.5314)
{'layer0_row207': [0, 207]}	tensor(-0.5289)
{'layer0_row147': [0, 147]}	tensor(-0.5255)
{'layer0_row146': [0, 146]}	tensor(-0.5226)
{'layer0_row201': [0, 201]}	tensor(-0.5199)
{'layer0_row103': [0, 103]}	tensor(-0.5175)
{'layer0_row238': [0, 238]}	tensor(-0.5141)
{'layer1_row0': [1, 0]}	tensor(-0.5111)
{'layer0_row173': [0, 173]}	tensor(-0.5111)
{'layer0_row131': [0, 131]}	tensor(-0.5080)
{'layer0_row84': [0, 84]}	tensor(-0.5046)
{'layer0_row200': [0, 200]}	tensor(-0.5018)
{'layer0_row298': [0, 298]}	tensor(-0.4988)
{'layer1_row15': [1, 15]}	tensor(-0.4962)
{'layer1_row69': [1, 69]}	tensor(-0.4956)
{'layer0_row177': [0, 177]}	tensor(-0.4948)
{'layer1_row82': [1, 82]}	tensor(-0.4915)
{'layer0_row18': [0, 18]}	tensor(-0.4918)
{'layer0_row297': [0, 297]}	tensor(-0.4884)
{'layer0_row157': [0, 157]}	tensor(-0.4860)
{'layer0_row8': [0, 8]}	tensor(-0.4829)
{'layer0_row60': [0, 60]}	tensor(-0.4801)
{'layer0_row276': [0, 276]}	tensor(-0.4769)
{'layer0_row179': [0, 179]}	tensor(-0.4742)
{'layer0_row141': [0, 141]}	tensor(-0.4715)
{'layer0_row266': [0, 266]}	tensor(-0.4688)
{'layer1_row78': [1, 78]}	tensor(-0.4659)
{'layer0_row267': [0, 267]}	tensor(-0.4653)
{'layer0_row86': [0, 86]}	tensor(-0.4624)
{'layer1_row4': [1, 4]}	tensor(-0.4598)
{'layer0_row263': [0, 263]}	tensor(-0.4589)
{'layer0_row262': [0, 262]}	tensor(-0.4559)
{'layer1_row44': [1, 44]}	tensor(-0.4528)
{'layer0_row115': [0, 115]}	tensor(-0.4525)
{'layer0_row132': [0, 132]}	tensor(-0.4497)
{'layer1_row41': [1, 41]}	tensor(-0.4468)
{'layer1_row7': [1, 7]}	tensor(-0.4467)
{'layer0_row102': [0, 102]}	tensor(-0.4454)
{'layer0_row171': [0, 171]}	tensor(-0.4427)
{'layer0_row182': [0, 182]}	tensor(-0.4404)
{'layer1_row58': [1, 58]}	tensor(-0.4372)
{'layer1_row28': [1, 28]}	tensor(-0.4367)
{'layer0_row242': [0, 242]}	tensor(-0.4359)
{'layer1_row24': [1, 24]}	tensor(-0.4332)
{'layer1_row43': [1, 43]}	tensor(-0.4326)
{'layer0_row296': [0, 296]}	tensor(-0.4320)
{'layer0_row54': [0, 54]}	tensor(-0.4292)
{'layer0_row269': [0, 269]}	tensor(-0.4268)
{'layer0_row245': [0, 245]}	tensor(-0.4234)
{'layer1_row50': [1, 50]}	tensor(-0.4205)
{'layer0_row42': [0, 42]}	tensor(-0.4203)
{'layer0_row67': [0, 67]}	tensor(-0.4173)
{'layer0_row237': [0, 237]}	tensor(-0.4150)
{'layer0_row121': [0, 121]}	tensor(-0.4118)
{'layer0_row168': [0, 168]}	tensor(-0.4092)
{'layer0_row30': [0, 30]}	tensor(-0.4066)
{'layer0_row272': [0, 272]}	tensor(-0.4031)
{'layer0_row265': [0, 265]}	tensor(-0.4005)
{'layer1_row17': [1, 17]}	tensor(-0.3979)
{'layer0_row208': [0, 208]}	tensor(-0.3971)
{'layer0_row124': [0, 124]}	tensor(-0.3939)
{'layer0_row196': [0, 196]}	tensor(-0.3918)
{'layer0_row210': [0, 210]}	tensor(-0.3888)
{'layer0_row21': [0, 21]}	tensor(-0.3854)
{'layer0_row145': [0, 145]}	tensor(-0.3828)
{'layer0_row17': [0, 17]}	tensor(-0.3800)
{'layer0_row20': [0, 20]}	tensor(-0.3774)
{'layer0_row187': [0, 187]}	tensor(-0.3748)
{'layer1_row95': [1, 95]}	tensor(-0.3719)
{'layer0_row14': [0, 14]}	tensor(-0.3716)
{'layer0_row288': [0, 288]}	tensor(-0.3685)
{'layer0_row61': [0, 61]}	tensor(-0.3658)
{'layer0_row223': [0, 223]}	tensor(-0.3631)
{'layer0_row206': [0, 206]}	tensor(-0.3601)
{'layer0_row212': [0, 212]}	tensor(-0.3572)
{'layer0_row224': [0, 224]}	tensor(-0.3544)
{'layer0_row92': [0, 92]}	tensor(-0.3514)
{'layer1_row6': [1, 6]}	tensor(-0.3487)
{'layer0_row4': [0, 4]}	tensor(-0.3479)
{'layer1_row14': [1, 14]}	tensor(-0.3453)
{'layer0_row82': [0, 82]}	tensor(-0.3452)
{'layer0_row153': [0, 153]}	tensor(-0.3421)
{'layer0_row0': [0, 0]}	tensor(-0.3395)
{'layer1_row89': [1, 89]}	tensor(-0.3365)
{'layer0_row291': [0, 291]}	tensor(-0.3361)
{'layer0_row199': [0, 199]}	tensor(-0.3331)
{'layer1_row10': [1, 10]}	tensor(-0.3305)
{'layer1_row12': [1, 12]}	tensor(-0.3296)
{'layer0_row270': [0, 270]}	tensor(-0.3297)
{'layer0_row95': [0, 95]}	tensor(-0.3269)
{'layer0_row39': [0, 39]}	tensor(-0.3239)
{'layer0_row50': [0, 50]}	tensor(-0.3214)
{'layer0_row155': [0, 155]}	tensor(-0.3183)
{'layer0_row254': [0, 254]}	tensor(-0.3156)
{'layer0_row41': [0, 41]}	tensor(-0.3127)
{'layer0_row163': [0, 163]}	tensor(-0.3101)
{'layer0_row215': [0, 215]}	tensor(-0.3070)
{'layer0_row76': [0, 76]}	tensor(-0.3044)
{'layer0_row261': [0, 261]}	tensor(-0.3014)
{'layer0_row160': [0, 160]}	tensor(-0.2987)
{'layer0_row27': [0, 27]}	tensor(-0.2962)
{'layer0_row233': [0, 233]}	tensor(-0.2933)
{'layer0_row129': [0, 129]}	tensor(-0.2904)
{'layer0_row91': [0, 91]}	tensor(-0.2875)
{'layer0_row256': [0, 256]}	tensor(-0.2845)
{'layer0_row286': [0, 286]}	tensor(-0.2819)
{'layer0_row1': [0, 1]}	tensor(-0.2792)
{'layer1_row25': [1, 25]}	tensor(-0.2762)
{'layer0_row80': [0, 80]}	tensor(-0.2759)
{'layer0_row222': [0, 222]}	tensor(-0.2731)
{'layer1_row40': [1, 40]}	tensor(-0.2705)
{'layer1_row98': [1, 98]}	tensor(-0.2701)
{'layer1_row19': [1, 19]}	tensor(-0.2698)
{'layer0_row5': [0, 5]}	tensor(-0.2694)
{'layer0_row58': [0, 58]}	tensor(-0.2665)
{'layer1_row60': [1, 60]}	tensor(-0.2640)
{'layer0_row239': [0, 239]}	tensor(-0.2634)
{'layer0_row195': [0, 195]}	tensor(-0.2605)
{'layer0_row197': [0, 197]}	tensor(-0.2576)
{'layer0_row32': [0, 32]}	tensor(-0.2549)
{'layer1_row61': [1, 61]}	tensor(-0.2523)
{'layer0_row128': [0, 128]}	tensor(-0.2518)
{'layer1_row63': [1, 63]}	tensor(-0.2490)
{'layer0_row56': [0, 56]}	tensor(-0.2488)
{'layer0_row78': [0, 78]}	tensor(-0.2458)
{'layer0_row24': [0, 24]}	tensor(-0.2430)
{'layer0_row46': [0, 46]}	tensor(-0.2401)
{'layer0_row252': [0, 252]}	tensor(-0.2377)
{'layer0_row260': [0, 260]}	tensor(-0.2347)
{'layer0_row70': [0, 70]}	tensor(-0.2319)
{'layer1_row37': [1, 37]}	tensor(-0.2293)
{'layer1_row91': [1, 91]}	tensor(-0.2287)
{'layer1_row75': [1, 75]}	tensor(-0.2286)
{'layer0_row134': [0, 134]}	tensor(-0.2283)
{'layer1_row48': [1, 48]}	tensor(-0.2258)
{'layer0_row219': [0, 219]}	tensor(-0.2253)
{'layer0_row275': [0, 275]}	tensor(-0.2224)
{'layer0_row73': [0, 73]}	tensor(-0.2197)
{'layer0_row126': [0, 126]}	tensor(-0.2169)
{'layer1_row92': [1, 92]}	tensor(-0.2140)
{'layer0_row255': [0, 255]}	tensor(-0.2139)
{'layer0_row202': [0, 202]}	tensor(-0.2113)
{'layer0_row234': [0, 234]}	tensor(-0.2084)
{'layer0_row299': [0, 299]}	tensor(-0.2057)
{'layer0_row204': [0, 204]}	tensor(-0.2029)
{'layer0_row108': [0, 108]}	tensor(-0.2002)
{'layer0_row290': [0, 290]}	tensor(-0.1974)
{'layer0_row33': [0, 33]}	tensor(-0.1945)
{'layer1_row3': [1, 3]}	tensor(-0.1918)
{'layer0_row161': [0, 161]}	tensor(-0.1918)
{'layer0_row137': [0, 137]}	tensor(-0.1888)
{'layer0_row205': [0, 205]}	tensor(-0.1860)
{'layer1_row83': [1, 83]}	tensor(-0.1832)
{'layer0_row183': [0, 183]}	tensor(999.8170)
