Action	Reward
{'layer0_row93': [0, 93]}	tensor(-1.2889)
{'layer0_row89': [0, 89]}	tensor(-1.2952)
{'layer1_row56': [1, 56]}	tensor(-1.3005)
{'layer1_row18': [1, 18]}	tensor(-1.3029)
{'layer0_row170': [0, 170]}	tensor(-1.3045)
{'layer0_row100': [0, 100]}	tensor(-1.3102)
{'layer0_row159': [0, 159]}	tensor(-1.3158)
{'layer1_row73': [1, 73]}	tensor(-1.3225)
{'layer0_row293': [0, 293]}	tensor(-1.3246)
{'layer0_row226': [0, 226]}	tensor(-1.3302)
{'layer0_row188': [0, 188]}	tensor(-1.3371)
{'layer0_row7': [0, 7]}	tensor(-1.3429)
{'layer0_row241': [0, 241]}	tensor(-1.3497)
{'layer0_row139': [0, 139]}	tensor(-1.3558)
{'layer0_row221': [0, 221]}	tensor(-1.3637)
{'layer0_row294': [0, 294]}	tensor(-1.3699)
{'layer1_row55': [1, 55]}	tensor(-1.3765)
{'layer0_row218': [0, 218]}	tensor(-1.3780)
{'layer0_row283': [0, 283]}	tensor(-1.3850)
{'layer0_row133': [0, 133]}	tensor(-1.3921)
{'layer0_row96': [0, 96]}	tensor(-1.3982)
{'layer0_row11': [0, 11]}	tensor(-1.4056)
{'layer0_row264': [0, 264]}	tensor(-1.4118)
{'layer1_row20': [1, 20]}	tensor(-1.4198)
{'layer0_row69': [0, 69]}	tensor(-1.4206)
{'layer1_row13': [1, 13]}	tensor(-1.4288)
{'layer0_row6': [0, 6]}	tensor(-1.4303)
{'layer1_row97': [1, 97]}	tensor(-1.4379)
{'layer0_row281': [0, 281]}	tensor(-1.4389)
{'layer0_row109': [0, 109]}	tensor(-1.4470)
{'layer0_row177': [0, 177]}	tensor(-1.4558)
{'layer0_row266': [0, 266]}	tensor(-1.4617)
{'layer0_row149': [0, 149]}	tensor(-1.4689)
{'layer0_row178': [0, 178]}	tensor(-1.4780)
{'layer0_row113': [0, 113]}	tensor(-1.4851)
{'layer1_row46': [1, 46]}	tensor(-1.4939)
{'layer0_row19': [0, 19]}	tensor(-1.4944)
{'layer0_row250': [0, 250]}	tensor(-1.5027)
{'layer0_row118': [0, 118]}	tensor(-1.5113)
{'layer0_row247': [0, 247]}	tensor(-1.5195)
{'layer0_row278': [0, 278]}	tensor(-1.5280)
{'layer0_row157': [0, 157]}	tensor(-1.5356)
{'layer1_row34': [1, 34]}	tensor(-1.5444)
{'layer1_row93': [1, 93]}	tensor(-1.5474)
{'layer0_row152': [0, 152]}	tensor(-1.5490)
{'layer1_row52': [1, 52]}	tensor(-1.5579)
{'layer0_row184': [0, 184]}	tensor(-1.5585)
{'layer1_row70': [1, 70]}	tensor(-1.5676)
{'layer1_row39': [1, 39]}	tensor(-1.5681)
{'layer0_row103': [0, 103]}	tensor(-1.5713)
{'layer0_row191': [0, 191]}	tensor(-1.5806)
{'layer0_row25': [0, 25]}	tensor(-1.5912)
{'layer1_row76': [1, 76]}	tensor(-1.5974)
{'layer0_row296': [0, 296]}	tensor(-1.6007)
{'layer0_row210': [0, 210]}	tensor(-1.6076)
{'layer1_row29': [1, 29]}	tensor(-1.6179)
{'layer0_row201': [0, 201]}	tensor(-1.6213)
{'layer0_row90': [0, 90]}	tensor(-1.6302)
{'layer1_row62': [1, 62]}	tensor(-1.6387)
{'layer0_row151': [0, 151]}	tensor(-1.6421)
{'layer0_row277': [0, 277]}	tensor(-1.6499)
{'layer0_row48': [0, 48]}	tensor(-1.6611)
{'layer0_row98': [0, 98]}	tensor(-1.6690)
{'layer0_row104': [0, 104]}	tensor(-1.6802)
{'layer0_row49': [0, 49]}	tensor(-1.6906)
{'layer0_row56': [0, 56]}	tensor(-1.7010)
{'layer0_row156': [0, 156]}	tensor(-1.7123)
{'layer0_row62': [0, 62]}	tensor(-1.7198)
{'layer0_row207': [0, 207]}	tensor(-1.7316)
{'layer0_row147': [0, 147]}	tensor(-1.7430)
{'layer0_row146': [0, 146]}	tensor(-1.7536)
{'layer1_row0': [1, 0]}	tensor(-1.7635)
{'layer1_row71': [1, 71]}	tensor(-1.7649)
{'layer0_row200': [0, 200]}	tensor(-1.7689)
{'layer0_row101': [0, 101]}	tensor(-1.7811)
{'layer1_row15': [1, 15]}	tensor(-1.7900)
{'layer0_row298': [0, 298]}	tensor(-1.7939)
{'layer0_row60': [0, 60]}	tensor(-1.8051)
{'layer0_row131': [0, 131]}	tensor(-1.8166)
{'layer0_row173': [0, 173]}	tensor(-1.8266)
{'layer0_row84': [0, 84]}	tensor(-1.8405)
{'layer0_row8': [0, 8]}	tensor(-1.8519)
{'layer1_row69': [1, 69]}	tensor(-1.8618)
{'layer1_row82': [1, 82]}	tensor(-1.8664)
{'layer0_row297': [0, 297]}	tensor(-1.8679)
{'layer0_row18': [0, 18]}	tensor(-1.8802)
{'layer1_row28': [1, 28]}	tensor(-1.8938)
{'layer1_row78': [1, 78]}	tensor(-1.8951)
{'layer0_row276': [0, 276]}	tensor(-1.8981)
{'layer0_row179': [0, 179]}	tensor(-1.9090)
{'layer0_row141': [0, 141]}	tensor(-1.9226)
{'layer0_row262': [0, 262]}	tensor(-1.9351)
{'layer0_row267': [0, 267]}	tensor(-1.9490)
{'layer0_row86': [0, 86]}	tensor(-1.9629)
{'layer1_row4': [1, 4]}	tensor(-1.9773)
{'layer0_row263': [0, 263]}	tensor(-1.9778)
{'layer1_row44': [1, 44]}	tensor(-1.9923)
{'layer0_row30': [0, 30]}	tensor(-1.9936)
{'layer0_row115': [0, 115]}	tensor(-2.0104)
{'layer0_row132': [0, 132]}	tensor(-2.0235)
{'layer1_row41': [1, 41]}	tensor(-2.0367)
{'layer0_row242': [0, 242]}	tensor(-2.0398)
{'layer1_row7': [1, 7]}	tensor(-2.0565)
{'layer0_row171': [0, 171]}	tensor(-2.0568)
{'layer0_row102': [0, 102]}	tensor(-2.0728)
{'layer1_row58': [1, 58]}	tensor(-2.0896)
{'layer0_row124': [0, 124]}	tensor(-2.0906)
{'layer1_row11': [1, 11]}	tensor(-2.1059)
{'layer0_row182': [0, 182]}	tensor(-2.1091)
{'layer1_row50': [1, 50]}	tensor(-2.1222)
{'layer1_row43': [1, 43]}	tensor(-2.1257)
{'layer0_row269': [0, 269]}	tensor(-2.1297)
{'layer0_row54': [0, 54]}	tensor(-2.1440)
{'layer0_row245': [0, 245]}	tensor(-2.1605)
{'layer0_row237': [0, 237]}	tensor(-2.1761)
{'layer0_row67': [0, 67]}	tensor(-2.1931)
{'layer1_row95': [1, 95]}	tensor(-2.2115)
{'layer0_row121': [0, 121]}	tensor(-2.2151)
{'layer0_row168': [0, 168]}	tensor(-2.2296)
{'layer0_row272': [0, 272]}	tensor(-2.2470)
{'layer0_row196': [0, 196]}	tensor(-2.2662)
{'layer0_row79': [0, 79]}	tensor(-2.2831)
{'layer0_row265': [0, 265]}	tensor(-2.3031)
{'layer1_row17': [1, 17]}	tensor(-2.3219)
{'layer0_row17': [0, 17]}	tensor(-2.3241)
{'layer0_row208': [0, 208]}	tensor(-2.3402)
{'layer0_row206': [0, 206]}	tensor(-2.3607)
{'layer0_row187': [0, 187]}	tensor(-2.3807)
{'layer0_row21': [0, 21]}	tensor(-2.4007)
{'layer0_row145': [0, 145]}	tensor(-2.4180)
{'layer0_row223': [0, 223]}	tensor(-2.4401)
{'layer0_row14': [0, 14]}	tensor(-2.4617)
{'layer0_row61': [0, 61]}	tensor(-2.4820)
{'layer0_row288': [0, 288]}	tensor(-2.5046)
{'layer0_row212': [0, 212]}	tensor(-2.5247)
{'layer0_row27': [0, 27]}	tensor(-2.5473)
{'layer0_row224': [0, 224]}	tensor(-2.5708)
{'layer0_row92': [0, 92]}	tensor(-2.5969)
{'layer1_row6': [1, 6]}	tensor(-2.6174)
{'layer0_row4': [0, 4]}	tensor(-2.6223)
{'layer1_row14': [1, 14]}	tensor(-2.6481)
{'layer0_row82': [0, 82]}	tensor(-2.6504)
{'layer0_row153': [0, 153]}	tensor(-2.6742)
{'layer0_row0': [0, 0]}	tensor(-2.6991)
{'layer0_row291': [0, 291]}	tensor(-2.7251)
{'layer1_row12': [1, 12]}	tensor(-2.7487)
{'layer0_row199': [0, 199]}	tensor(-2.7542)
{'layer1_row10': [1, 10]}	tensor(-2.7783)
{'layer0_row41': [0, 41]}	tensor(-2.7814)
{'layer0_row270': [0, 270]}	tensor(-2.8096)
{'layer0_row95': [0, 95]}	tensor(-2.8367)
{'layer0_row39': [0, 39]}	tensor(-2.8650)
{'layer0_row50': [0, 50]}	tensor(-2.8918)
{'layer0_row155': [0, 155]}	tensor(-2.9233)
{'layer0_row254': [0, 254]}	tensor(-2.9512)
{'layer0_row163': [0, 163]}	tensor(-2.9846)
{'layer0_row215': [0, 215]}	tensor(-3.0135)
{'layer0_row76': [0, 76]}	tensor(-3.0468)
{'layer0_row160': [0, 160]}	tensor(-3.0791)
{'layer0_row261': [0, 261]}	tensor(-3.1106)
{'layer0_row233': [0, 233]}	tensor(-3.1450)
{'layer0_row129': [0, 129]}	tensor(-3.1794)
{'layer0_row91': [0, 91]}	tensor(-3.2100)
{'layer0_row256': [0, 256]}	tensor(-3.2508)
{'layer0_row286': [0, 286]}	tensor(-3.2868)
{'layer0_row1': [0, 1]}	tensor(-3.3248)
{'layer1_row25': [1, 25]}	tensor(-3.3597)
{'layer0_row80': [0, 80]}	tensor(-3.3662)
{'layer0_row222': [0, 222]}	tensor(-3.4068)
{'layer1_row40': [1, 40]}	tensor(-3.4472)
{'layer1_row98': [1, 98]}	tensor(-3.4506)
{'layer0_row114': [0, 114]}	tensor(-3.4549)
{'layer1_row60': [1, 60]}	tensor(-3.4984)
{'layer1_row19': [1, 19]}	tensor(-3.5028)
{'layer0_row58': [0, 58]}	tensor(-3.5063)
{'layer0_row5': [0, 5]}	tensor(-3.5501)
{'layer0_row128': [0, 128]}	tensor(-3.5937)
{'layer0_row239': [0, 239]}	tensor(-3.6367)
{'layer0_row195': [0, 195]}	tensor(-3.6821)
{'layer0_row197': [0, 197]}	tensor(-3.7326)
{'layer0_row32': [0, 32]}	tensor(-3.7808)
{'layer1_row61': [1, 61]}	tensor(-3.8303)
{'layer1_row63': [1, 63]}	tensor(-3.8342)
{'layer0_row78': [0, 78]}	tensor(-3.8395)
{'layer0_row24': [0, 24]}	tensor(-3.8914)
{'layer0_row46': [0, 46]}	tensor(-3.9428)
{'layer0_row252': [0, 252]}	tensor(-3.9961)
{'layer1_row68': [1, 68]}	tensor(-4.0560)
{'layer0_row260': [0, 260]}	tensor(-4.0565)
{'layer0_row70': [0, 70]}	tensor(-4.1128)
{'layer1_row91': [1, 91]}	tensor(-4.1737)
{'layer1_row37': [1, 37]}	tensor(-4.1757)
{'layer0_row204': [0, 204]}	tensor(-4.1766)
{'layer0_row219': [0, 219]}	tensor(-4.2394)
{'layer0_row134': [0, 134]}	tensor(-4.3094)
{'layer0_row116': [0, 116]}	tensor(-4.3714)
{'layer0_row287': [0, 287]}	tensor(995.5622)
