Action	Reward
{'layer0_row80': [0, 80]}	tensor(0.0919)
{'layer0_row142': [0, 142]}	tensor(0.0925)
{'layer0_row84': [0, 84]}	tensor(0.0919)
{'layer0_row285': [0, 285]}	tensor(0.0925)
{'layer0_row65': [0, 65]}	tensor(0.0919)
{'layer0_row61': [0, 61]}	tensor(0.0916)
{'layer1_row35': [1, 35]}	tensor(0.0919)
{'layer0_row220': [0, 220]}	tensor(0.0916)
{'layer0_row146': [0, 146]}	tensor(0.0915)
{'layer0_row195': [0, 195]}	tensor(0.0920)
{'layer0_row198': [0, 198]}	tensor(0.0924)
{'layer0_row174': [0, 174]}	tensor(0.0931)
{'layer0_row133': [0, 133]}	tensor(0.0918)
{'layer0_row128': [0, 128]}	tensor(0.0917)
{'layer0_row92': [0, 92]}	tensor(0.0918)
{'layer0_row177': [0, 177]}	tensor(0.0920)
{'layer1_row24': [1, 24]}	tensor(0.0926)
{'layer0_row131': [0, 131]}	tensor(0.0915)
{'layer0_row217': [0, 217]}	tensor(0.0925)
{'layer0_row290': [0, 290]}	tensor(0.0920)
{'layer0_row53': [0, 53]}	tensor(0.0913)
{'layer0_row286': [0, 286]}	tensor(0.0926)
{'layer0_row249': [0, 249]}	tensor(0.0915)
{'layer0_row175': [0, 175]}	tensor(0.0924)
{'layer1_row99': [1, 99]}	tensor(0.0911)
{'layer0_row275': [0, 275]}	tensor(0.0921)
{'layer0_row207': [0, 207]}	tensor(0.0923)
{'layer0_row214': [0, 214]}	tensor(0.0921)
{'layer0_row130': [0, 130]}	tensor(0.0915)
{'layer0_row147': [0, 147]}	tensor(0.0917)
{'layer0_row32': [0, 32]}	tensor(0.0926)
{'layer0_row202': [0, 202]}	tensor(0.0924)
{'layer1_row52': [1, 52]}	tensor(0.0911)
{'layer0_row139': [0, 139]}	tensor(0.0919)
{'layer0_row78': [0, 78]}	tensor(0.0916)
{'layer0_row19': [0, 19]}	tensor(0.0913)
{'layer0_row234': [0, 234]}	tensor(0.0913)
{'layer0_row141': [0, 141]}	tensor(0.0919)
{'layer0_row44': [0, 44]}	tensor(0.0921)
{'layer1_row18': [1, 18]}	tensor(0.0921)
{'layer1_row56': [1, 56]}	tensor(0.0926)
{'layer0_row117': [0, 117]}	tensor(0.0909)
{'layer0_row50': [0, 50]}	tensor(0.0916)
{'layer0_row203': [0, 203]}	tensor(0.0916)
{'layer0_row43': [0, 43]}	tensor(0.0917)
{'layer0_row280': [0, 280]}	tensor(0.0928)
{'layer1_row81': [1, 81]}	tensor(0.0921)
{'layer0_row298': [0, 298]}	tensor(0.0916)
{'layer0_row254': [0, 254]}	tensor(0.0917)
{'layer0_row184': [0, 184]}	tensor(0.0919)
{'layer0_row75': [0, 75]}	tensor(0.0918)
{'layer0_row180': [0, 180]}	tensor(0.0918)
{'layer0_row196': [0, 196]}	tensor(0.0925)
{'layer0_row158': [0, 158]}	tensor(0.0921)
{'layer0_row45': [0, 45]}	tensor(0.0914)
{'layer0_row284': [0, 284]}	tensor(0.0919)
{'layer1_row10': [1, 10]}	tensor(0.0930)
{'layer0_row52': [0, 52]}	tensor(0.0930)
{'layer0_row260': [0, 260]}	tensor(0.0924)
{'layer0_row77': [0, 77]}	tensor(0.0916)
{'layer0_row227': [0, 227]}	tensor(0.0915)
{'layer0_row256': [0, 256]}	tensor(0.0926)
{'layer0_row91': [0, 91]}	tensor(0.0918)
{'layer0_row283': [0, 283]}	tensor(0.0917)
{'layer0_row157': [0, 157]}	tensor(0.0913)
{'layer0_row58': [0, 58]}	tensor(0.0916)
{'layer0_row259': [0, 259]}	tensor(0.0923)
{'layer1_row82': [1, 82]}	tensor(0.0920)
{'layer1_row11': [1, 11]}	tensor(0.0920)
{'layer0_row167': [0, 167]}	tensor(0.0919)
{'layer0_row6': [0, 6]}	tensor(0.0928)
{'layer0_row83': [0, 83]}	tensor(0.0924)
{'layer1_row90': [1, 90]}	tensor(0.0916)
{'layer0_row104': [0, 104]}	tensor(0.0918)
{'layer0_row185': [0, 185]}	tensor(0.0923)
{'layer0_row31': [0, 31]}	tensor(0.0919)
{'layer0_row7': [0, 7]}	tensor(0.0921)
{'layer0_row247': [0, 247]}	tensor(0.0920)
{'layer0_row186': [0, 186]}	tensor(0.0920)
{'layer1_row23': [1, 23]}	tensor(0.0921)
{'layer0_row289': [0, 289]}	tensor(0.0910)
{'layer0_row87': [0, 87]}	tensor(0.0919)
{'layer0_row55': [0, 55]}	tensor(0.0923)
{'layer0_row262': [0, 262]}	tensor(0.0919)
{'layer0_row113': [0, 113]}	tensor(0.0925)
{'layer0_row17': [0, 17]}	tensor(0.0921)
{'layer0_row121': [0, 121]}	tensor(0.0914)
{'layer0_row231': [0, 231]}	tensor(0.0914)
{'layer1_row27': [1, 27]}	tensor(0.0919)
{'layer0_row299': [0, 299]}	tensor(0.0928)
{'layer1_row71': [1, 71]}	tensor(0.0916)
{'layer0_row151': [0, 151]}	tensor(0.0920)
{'layer1_row3': [1, 3]}	tensor(0.0914)
{'layer0_row64': [0, 64]}	tensor(0.0918)
{'layer1_row73': [1, 73]}	tensor(0.0917)
{'layer0_row206': [0, 206]}	tensor(0.0915)
{'layer1_row63': [1, 63]}	tensor(0.0916)
{'layer0_row222': [0, 222]}	tensor(0.0916)
{'layer0_row191': [0, 191]}	tensor(0.0924)
{'layer0_row18': [0, 18]}	tensor(0.0925)
{'layer0_row5': [0, 5]}	tensor(0.0911)
{'layer1_row79': [1, 79]}	tensor(0.0923)
{'layer0_row15': [0, 15]}	tensor(0.0916)
{'layer0_row153': [0, 153]}	tensor(0.0931)
{'layer0_row282': [0, 282]}	tensor(0.0919)
{'layer0_row11': [0, 11]}	tensor(0.0913)
{'layer0_row119': [0, 119]}	tensor(0.0923)
{'layer0_row173': [0, 173]}	tensor(0.0927)
{'layer1_row33': [1, 33]}	tensor(0.0924)
{'layer1_row41': [1, 41]}	tensor(0.0918)
{'layer0_row114': [0, 114]}	tensor(0.0921)
{'layer0_row263': [0, 263]}	tensor(0.0919)
{'layer1_row70': [1, 70]}	tensor(0.0915)
{'layer0_row148': [0, 148]}	tensor(0.0921)
{'layer0_row258': [0, 258]}	tensor(0.0917)
{'layer0_row79': [0, 79]}	tensor(0.0921)
{'layer0_row243': [0, 243]}	tensor(0.0924)
{'layer0_row225': [0, 225]}	tensor(0.0929)
{'layer0_row221': [0, 221]}	tensor(0.0918)
{'layer1_row39': [1, 39]}	tensor(0.0925)
{'layer1_row87': [1, 87]}	tensor(0.0927)
{'layer0_row76': [0, 76]}	tensor(0.0919)
{'layer0_row134': [0, 134]}	tensor(0.0921)
{'layer0_row25': [0, 25]}	tensor(0.0916)
{'layer0_row123': [0, 123]}	tensor(0.0927)
{'layer1_row21': [1, 21]}	tensor(0.0920)
{'layer1_row68': [1, 68]}	tensor(0.0915)
{'layer0_row268': [0, 268]}	tensor(0.0917)
{'layer0_row132': [0, 132]}	tensor(0.0925)
{'layer1_row37': [1, 37]}	tensor(0.0916)
{'layer0_row269': [0, 269]}	tensor(0.0916)
{'layer1_row45': [1, 45]}	tensor(0.0923)
{'layer1_row5': [1, 5]}	tensor(0.0929)
{'layer1_row32': [1, 32]}	tensor(0.0917)
{'layer1_row19': [1, 19]}	tensor(0.0914)
{'layer0_row115': [0, 115]}	tensor(0.0917)
{'layer0_row110': [0, 110]}	tensor(0.0915)
{'layer0_row281': [0, 281]}	tensor(0.0915)
{'layer0_row261': [0, 261]}	tensor(0.0918)
{'layer0_row240': [0, 240]}	tensor(0.0923)
{'layer0_row38': [0, 38]}	tensor(0.0921)
{'layer1_row88': [1, 88]}	tensor(0.0921)
{'layer1_row2': [1, 2]}	tensor(0.0925)
{'layer0_row230': [0, 230]}	tensor(0.0918)
{'layer0_row274': [0, 274]}	tensor(0.0918)
{'layer0_row236': [0, 236]}	tensor(0.0927)
{'layer0_row37': [0, 37]}	tensor(0.0918)
{'layer1_row55': [1, 55]}	tensor(0.0912)
{'layer0_row194': [0, 194]}	tensor(0.0918)
{'layer0_row107': [0, 107]}	tensor(0.9162)
