Action	Reward
{'layer0_row141': [0, 141]}	tensor(0.1058)
{'layer0_row230': [0, 230]}	tensor(0.1061)
{'layer0_row136': [0, 136]}	tensor(0.1067)
{'layer1_row69': [1, 69]}	tensor(0.1074)
{'layer1_row16': [1, 16]}	tensor(0.1078)
{'layer0_row23': [0, 23]}	tensor(0.1079)
{'layer1_row5': [1, 5]}	tensor(0.1082)
{'layer0_row74': [0, 74]}	tensor(0.1073)
{'layer0_row75': [0, 75]}	tensor(0.1086)
{'layer0_row99': [0, 99]}	tensor(0.1087)
{'layer0_row170': [0, 170]}	tensor(0.1103)
{'layer0_row291': [0, 291]}	tensor(0.1096)
{'layer0_row65': [0, 65]}	tensor(0.1109)
{'layer0_row100': [0, 100]}	tensor(0.1100)
{'layer1_row60': [1, 60]}	tensor(0.1117)
{'layer0_row284': [0, 284]}	tensor(0.1108)
{'layer0_row179': [0, 179]}	tensor(0.1112)
{'layer1_row92': [1, 92]}	tensor(0.1116)
{'layer1_row15': [1, 15]}	tensor(0.1118)
{'layer0_row268': [0, 268]}	tensor(0.1122)
{'layer0_row153': [0, 153]}	tensor(0.1128)
{'layer0_row289': [0, 289]}	tensor(0.1130)
{'layer0_row210': [0, 210]}	tensor(0.1134)
{'layer0_row165': [0, 165]}	tensor(0.1151)
{'layer0_row126': [0, 126]}	tensor(0.1146)
{'layer1_row81': [1, 81]}	tensor(0.1151)
{'layer0_row149': [0, 149]}	tensor(0.1155)
{'layer0_row156': [0, 156]}	tensor(0.1149)
{'layer0_row214': [0, 214]}	tensor(0.1164)
{'layer0_row279': [0, 279]}	tensor(0.1157)
{'layer0_row111': [0, 111]}	tensor(0.1165)
{'layer1_row61': [1, 61]}	tensor(0.1180)
{'layer0_row53': [0, 53]}	tensor(0.1175)
{'layer0_row127': [0, 127]}	tensor(0.1183)
{'layer1_row88': [1, 88]}	tensor(0.1178)
{'layer0_row22': [0, 22]}	tensor(0.1189)
{'layer0_row255': [0, 255]}	tensor(0.1193)
{'layer1_row62': [1, 62]}	tensor(0.1199)
{'layer0_row209': [0, 209]}	tensor(0.1192)
{'layer1_row89': [1, 89]}	tensor(0.1206)
{'layer0_row190': [0, 190]}	tensor(0.1214)
{'layer0_row105': [0, 105]}	tensor(0.1215)
{'layer1_row12': [1, 12]}	tensor(0.1217)
{'layer1_row38': [1, 38]}	tensor(0.1227)
{'layer0_row125': [0, 125]}	tensor(0.1215)
{'layer0_row124': [0, 124]}	tensor(0.1219)
{'layer1_row46': [1, 46]}	tensor(0.1234)
{'layer1_row79': [1, 79]}	tensor(0.1242)
{'layer0_row192': [0, 192]}	tensor(0.1235)
{'layer0_row18': [0, 18]}	tensor(0.1246)
{'layer0_row29': [0, 29]}	tensor(0.1240)
{'layer0_row249': [0, 249]}	tensor(0.1246)
{'layer0_row101': [0, 101]}	tensor(0.1256)
{'layer0_row201': [0, 201]}	tensor(0.1263)
{'layer0_row87': [0, 87]}	tensor(0.1271)
{'layer0_row184': [0, 184]}	tensor(0.1268)
{'layer0_row11': [0, 11]}	tensor(0.1277)
{'layer0_row154': [0, 154]}	tensor(0.1288)
{'layer0_row15': [0, 15]}	tensor(0.1296)
{'layer0_row115': [0, 115]}	tensor(0.1290)
{'layer0_row106': [0, 106]}	tensor(0.1309)
{'layer0_row9': [0, 9]}	tensor(0.1308)
{'layer0_row283': [0, 283]}	tensor(0.1315)
{'layer0_row6': [0, 6]}	tensor(0.1317)
{'layer0_row122': [0, 122]}	tensor(0.1323)
{'layer1_row10': [1, 10]}	tensor(0.1332)
{'layer1_row8': [1, 8]}	tensor(0.1325)
{'layer1_row51': [1, 51]}	tensor(0.1338)
{'layer0_row66': [0, 66]}	tensor(0.1355)
{'layer0_row191': [0, 191]}	tensor(0.1336)
{'layer0_row185': [0, 185]}	tensor(0.1350)
{'layer1_row71': [1, 71]}	tensor(0.1367)
{'layer0_row286': [0, 286]}	tensor(0.1353)
{'layer0_row187': [0, 187]}	tensor(0.1349)
{'layer0_row224': [0, 224]}	tensor(0.1381)
{'layer0_row195': [0, 195]}	tensor(0.1379)
{'layer0_row104': [0, 104]}	tensor(0.1378)
{'layer0_row61': [0, 61]}	tensor(0.1384)
{'layer0_row260': [0, 260]}	tensor(0.1404)
{'layer0_row189': [0, 189]}	tensor(0.1407)
{'layer0_row157': [0, 157]}	tensor(0.1413)
{'layer0_row147': [0, 147]}	tensor(0.1426)
{'layer0_row199': [0, 199]}	tensor(0.1422)
{'layer0_row40': [0, 40]}	tensor(0.1439)
{'layer0_row135': [0, 135]}	tensor(0.1426)
{'layer1_row83': [1, 83]}	tensor(0.1447)
{'layer0_row28': [0, 28]}	tensor(0.1439)
{'layer0_row146': [0, 146]}	tensor(0.1456)
{'layer0_row282': [0, 282]}	tensor(0.1463)
{'layer0_row202': [0, 202]}	tensor(0.1462)
{'layer1_row22': [1, 22]}	tensor(0.1475)
{'layer1_row78': [1, 78]}	tensor(0.1474)
{'layer0_row193': [0, 193]}	tensor(0.1480)
{'layer0_row225': [0, 225]}	tensor(0.1493)
{'layer0_row160': [0, 160]}	tensor(0.1492)
{'layer1_row58': [1, 58]}	tensor(0.1510)
{'layer0_row158': [0, 158]}	tensor(0.1507)
{'layer1_row33': [1, 33]}	tensor(0.1505)
{'layer1_row73': [1, 73]}	tensor(0.1517)
{'layer0_row270': [0, 270]}	tensor(0.1519)
{'layer1_row93': [1, 93]}	tensor(0.1530)
{'layer0_row175': [0, 175]}	tensor(0.1539)
{'layer0_row161': [0, 161]}	tensor(0.1540)
{'layer0_row169': [0, 169]}	tensor(0.1542)
{'layer0_row94': [0, 94]}	tensor(0.1564)
{'layer0_row281': [0, 281]}	tensor(0.1560)
{'layer0_row103': [0, 103]}	tensor(0.1563)
{'layer0_row162': [0, 162]}	tensor(0.1570)
{'layer1_row40': [1, 40]}	tensor(0.1584)
{'layer0_row155': [0, 155]}	tensor(0.1584)
{'layer0_row110': [0, 110]}	tensor(0.1600)
{'layer0_row37': [0, 37]}	tensor(0.1609)
{'layer0_row80': [0, 80]}	tensor(0.1620)
{'layer1_row97': [1, 97]}	tensor(0.1609)
{'layer0_row21': [0, 21]}	tensor(0.1618)
{'layer0_row95': [0, 95]}	tensor(0.1639)
{'layer0_row69': [0, 69]}	tensor(0.1661)
{'layer0_row129': [0, 129]}	tensor(0.1644)
{'layer0_row109': [0, 109]}	tensor(0.1659)
{'layer0_row194': [0, 194]}	tensor(0.1686)
{'layer0_row173': [0, 173]}	tensor(0.1698)
{'layer0_row238': [0, 238]}	tensor(0.1690)
{'layer0_row139': [0, 139]}	tensor(0.1708)
{'layer1_row98': [1, 98]}	tensor(0.1710)
{'layer0_row277': [0, 277]}	tensor(0.1722)
{'layer0_row93': [0, 93]}	tensor(0.1736)
{'layer0_row118': [0, 118]}	tensor(0.1743)
{'layer0_row41': [0, 41]}	tensor(0.1745)
{'layer0_row98': [0, 98]}	tensor(0.1748)
{'layer0_row223': [0, 223]}	tensor(0.1779)
{'layer0_row47': [0, 47]}	tensor(0.1780)
{'layer0_row57': [0, 57]}	tensor(0.1797)
{'layer0_row1': [0, 1]}	tensor(0.1806)
{'layer0_row7': [0, 7]}	tensor(0.1813)
{'layer0_row85': [0, 85]}	tensor(0.1818)
{'layer0_row27': [0, 27]}	tensor(0.1824)
{'layer1_row91': [1, 91]}	tensor(0.1852)
{'layer1_row20': [1, 20]}	tensor(0.1850)
{'layer1_row6': [1, 6]}	tensor(0.1850)
{'layer0_row242': [0, 242]}	tensor(0.1846)
{'layer0_row144': [0, 144]}	tensor(0.1865)
{'layer0_row64': [0, 64]}	tensor(0.1889)
{'layer0_row8': [0, 8]}	tensor(0.1891)
{'layer0_row180': [0, 180]}	tensor(0.1908)
{'layer0_row79': [0, 79]}	tensor(0.1918)
{'layer0_row219': [0, 219]}	tensor(0.1929)
{'layer0_row16': [0, 16]}	tensor(0.1937)
{'layer0_row76': [0, 76]}	tensor(0.1968)
{'layer1_row70': [1, 70]}	tensor(0.1972)
{'layer0_row84': [0, 84]}	tensor(0.1970)
{'layer0_row128': [0, 128]}	tensor(0.1975)
{'layer0_row240': [0, 240]}	tensor(0.2002)
{'layer1_row76': [1, 76]}	tensor(0.2000)
{'layer1_row23': [1, 23]}	tensor(0.2011)
{'layer1_row82': [1, 82]}	tensor(0.2007)
{'layer0_row231': [0, 231]}	tensor(0.2028)
{'layer1_row90': [1, 90]}	tensor(0.2031)
{'layer0_row232': [0, 232]}	tensor(0.2045)
{'layer1_row27': [1, 27]}	tensor(0.2054)
{'layer0_row251': [0, 251]}	tensor(0.2062)
{'layer0_row130': [0, 130]}	tensor(0.2069)
{'layer1_row66': [1, 66]}	tensor(0.2079)
{'layer0_row142': [0, 142]}	tensor(0.2084)
{'layer1_row67': [1, 67]}	tensor(0.2101)
{'layer0_row38': [0, 38]}	tensor(0.2102)
{'layer0_row43': [0, 43]}	tensor(0.2122)
{'layer1_row0': [1, 0]}	tensor(0.2147)
{'layer1_row84': [1, 84]}	tensor(0.2118)
{'layer0_row150': [0, 150]}	tensor(0.2143)
{'layer0_row70': [0, 70]}	tensor(0.2158)
{'layer0_row168': [0, 168]}	tensor(0.2174)
{'layer0_row51': [0, 51]}	tensor(0.2188)
{'layer0_row205': [0, 205]}	tensor(0.2197)
{'layer0_row186': [0, 186]}	tensor(0.2228)
{'layer1_row50': [1, 50]}	tensor(0.2233)
{'layer0_row278': [0, 278]}	tensor(0.2233)
{'layer1_row34': [1, 34]}	tensor(0.2230)
{'layer0_row97': [0, 97]}	tensor(0.2258)
{'layer0_row221': [0, 221]}	tensor(0.2296)
{'layer0_row36': [0, 36]}	tensor(0.2299)
{'layer1_row17': [1, 17]}	tensor(0.2322)
{'layer0_row237': [0, 237]}	tensor(0.2306)
{'layer0_row216': [0, 216]}	tensor(0.2314)
{'layer0_row91': [0, 91]}	tensor(0.2346)
{'layer0_row259': [0, 259]}	tensor(0.2370)
{'layer1_row57': [1, 57]}	tensor(0.2384)
{'layer1_row44': [1, 44]}	tensor(0.2395)
{'layer0_row271': [0, 271]}	tensor(0.2395)
{'layer1_row32': [1, 32]}	tensor(0.2426)
{'layer0_row295': [0, 295]}	tensor(0.2407)
{'layer0_row258': [0, 258]}	tensor(0.2419)
{'layer0_row261': [0, 261]}	tensor(0.2450)
{'layer0_row250': [0, 250]}	tensor(0.2482)
{'layer0_row198': [0, 198]}	tensor(0.2511)
{'layer1_row42': [1, 42]}	tensor(0.2527)
{'layer0_row114': [0, 114]}	tensor(0.2527)
{'layer1_row7': [1, 7]}	tensor(0.2543)
{'layer0_row134': [0, 134]}	tensor(0.2532)
{'layer0_row292': [0, 292]}	tensor(0.2595)
{'layer0_row206': [0, 206]}	tensor(0.2594)
{'layer1_row49': [1, 49]}	tensor(0.2620)
{'layer0_row31': [0, 31]}	tensor(0.2620)
{'layer1_row41': [1, 41]}	tensor(0.2652)
{'layer0_row58': [0, 58]}	tensor(0.2644)
{'layer0_row159': [0, 159]}	tensor(0.2677)
{'layer1_row52': [1, 52]}	tensor(0.2729)
{'layer0_row226': [0, 226]}	tensor(0.2698)
{'layer0_row107': [0, 107]}	tensor(0.2714)
{'layer0_row4': [0, 4]}	tensor(0.2773)
{'layer0_row183': [0, 183]}	tensor(0.2752)
{'layer0_row239': [0, 239]}	tensor(0.2803)
{'layer0_row86': [0, 86]}	tensor(0.2820)
{'layer1_row96': [1, 96]}	tensor(0.2837)
{'layer0_row285': [0, 285]}	tensor(0.2883)
{'layer0_row200': [0, 200]}	tensor(0.2872)
{'layer1_row74': [1, 74]}	tensor(0.2913)
{'layer0_row113': [0, 113]}	tensor(0.2947)
{'layer0_row96': [0, 96]}	tensor(0.2949)
{'layer0_row72': [0, 72]}	tensor(0.2955)
{'layer0_row287': [0, 287]}	tensor(0.2988)
{'layer0_row92': [0, 92]}	tensor(0.3015)
{'layer0_row133': [0, 133]}	tensor(0.3056)
{'layer0_row48': [0, 48]}	tensor(0.3095)
{'layer0_row196': [0, 196]}	tensor(0.3134)
{'layer0_row236': [0, 236]}	tensor(0.3193)
{'layer0_row197': [0, 197]}	tensor(0.3212)
{'layer0_row266': [0, 266]}	tensor(0.3240)
{'layer0_row25': [0, 25]}	tensor(0.3264)
{'layer0_row288': [0, 288]}	tensor(0.3278)
{'layer0_row298': [0, 298]}	tensor(0.3337)
{'layer1_row26': [1, 26]}	tensor(0.3367)
{'layer0_row73': [0, 73]}	tensor(0.3356)
{'layer0_row254': [0, 254]}	tensor(0.3430)
{'layer1_row2': [1, 2]}	tensor(0.3461)
{'layer0_row262': [0, 262]}	tensor(0.3427)
{'layer0_row55': [0, 55]}	tensor(0.3547)
{'layer0_row32': [0, 32]}	tensor(0.3528)
{'layer0_row63': [0, 63]}	tensor(0.3570)
{'layer0_row60': [0, 60]}	tensor(0.3638)
{'layer1_row45': [1, 45]}	tensor(0.3658)
{'layer0_row52': [0, 52]}	tensor(0.3680)
{'layer0_row14': [0, 14]}	tensor(0.3717)
{'layer0_row50': [0, 50]}	tensor(0.3790)
{'layer0_row296': [0, 296]}	tensor(0.3799)
{'layer0_row267': [0, 267]}	tensor(0.3852)
{'layer0_row167': [0, 167]}	tensor(0.3930)
{'layer0_row212': [0, 212]}	tensor(0.3982)
{'layer0_row102': [0, 102]}	tensor(0.4031)
{'layer0_row164': [0, 164]}	tensor(0.4104)
{'layer0_row248': [0, 248]}	tensor(0.4109)
{'layer0_row222': [0, 222]}	tensor(0.4219)
{'layer1_row47': [1, 47]}	tensor(0.4260)
{'layer0_row42': [0, 42]}	tensor(0.4246)
{'layer0_row218': [0, 218]}	tensor(0.4312)
{'layer0_row138': [0, 138]}	tensor(0.4400)
{'layer1_row29': [1, 29]}	tensor(0.4471)
{'layer0_row245': [0, 245]}	tensor(0.4462)
{'layer0_row34': [0, 34]}	tensor(0.4555)
{'layer0_row88': [0, 88]}	tensor(4.5668)
