Action	Reward
{'layer1_row3': [1, 3]}	tensor(0.0501)
{'layer0_row299': [0, 299]}	tensor(0.0499)
{'layer0_row15': [0, 15]}	tensor(0.0499)
{'layer1_row92': [1, 92]}	tensor(0.0496)
{'layer0_row108': [0, 108]}	tensor(0.0493)
{'layer0_row40': [0, 40]}	tensor(0.0491)
{'layer0_row269': [0, 269]}	tensor(0.0491)
{'layer0_row209': [0, 209]}	tensor(0.0489)
{'layer0_row79': [0, 79]}	tensor(0.0488)
{'layer0_row140': [0, 140]}	tensor(0.0480)
{'layer0_row181': [0, 181]}	tensor(0.0477)
{'layer1_row80': [1, 80]}	tensor(0.0473)
{'layer0_row34': [0, 34]}	tensor(0.0478)
{'layer0_row251': [0, 251]}	tensor(0.0470)
{'layer0_row57': [0, 57]}	tensor(0.0466)
{'layer0_row31': [0, 31]}	tensor(0.0464)
{'layer1_row62': [1, 62]}	tensor(0.0460)
{'layer1_row87': [1, 87]}	tensor(0.0460)
{'layer0_row81': [0, 81]}	tensor(0.0461)
{'layer0_row292': [0, 292]}	tensor(0.0460)
{'layer0_row72': [0, 72]}	tensor(0.0453)
{'layer1_row97': [1, 97]}	tensor(0.0454)
{'layer0_row111': [0, 111]}	tensor(0.0450)
{'layer0_row160': [0, 160]}	tensor(0.0448)
{'layer0_row95': [0, 95]}	tensor(0.0450)
{'layer1_row58': [1, 58]}	tensor(0.0440)
{'layer0_row30': [0, 30]}	tensor(0.0443)
{'layer0_row144': [0, 144]}	tensor(0.0442)
{'layer1_row78': [1, 78]}	tensor(0.0437)
{'layer1_row14': [1, 14]}	tensor(0.0433)
{'layer1_row27': [1, 27]}	tensor(0.0436)
{'layer1_row41': [1, 41]}	tensor(0.0437)
{'layer0_row293': [0, 293]}	tensor(0.0436)
{'layer1_row94': [1, 94]}	tensor(0.0427)
{'layer0_row3': [0, 3]}	tensor(0.0428)
{'layer0_row47': [0, 47]}	tensor(0.0425)
{'layer1_row85': [1, 85]}	tensor(0.0423)
{'layer0_row14': [0, 14]}	tensor(0.0421)
{'layer0_row280': [0, 280]}	tensor(0.0420)
{'layer0_row174': [0, 174]}	tensor(0.0416)
{'layer0_row275': [0, 275]}	tensor(0.0409)
{'layer0_row141': [0, 141]}	tensor(0.0409)
{'layer0_row289': [0, 289]}	tensor(0.0406)
{'layer0_row288': [0, 288]}	tensor(0.0407)
{'layer0_row215': [0, 215]}	tensor(0.0397)
{'layer0_row185': [0, 185]}	tensor(0.0397)
{'layer1_row47': [1, 47]}	tensor(0.0396)
{'layer1_row70': [1, 70]}	tensor(0.0396)
{'layer0_row77': [0, 77]}	tensor(0.0395)
{'layer1_row29': [1, 29]}	tensor(0.0392)
{'layer0_row238': [0, 238]}	tensor(0.0391)
{'layer0_row161': [0, 161]}	tensor(0.0388)
{'layer0_row151': [0, 151]}	tensor(0.0386)
{'layer0_row137': [0, 137]}	tensor(0.0381)
{'layer0_row283': [0, 283]}	tensor(0.0381)
{'layer0_row195': [0, 195]}	tensor(0.0376)
{'layer0_row278': [0, 278]}	tensor(0.0370)
{'layer0_row101': [0, 101]}	tensor(0.0369)
{'layer0_row193': [0, 193]}	tensor(0.0366)
{'layer0_row136': [0, 136]}	tensor(0.0361)
{'layer0_row117': [0, 117]}	tensor(0.0362)
{'layer0_row198': [0, 198]}	tensor(0.0359)
{'layer0_row88': [0, 88]}	tensor(0.0354)
{'layer1_row56': [1, 56]}	tensor(0.0352)
{'layer0_row22': [0, 22]}	tensor(0.0357)
{'layer0_row227': [0, 227]}	tensor(0.0350)
{'layer1_row72': [1, 72]}	tensor(0.0348)
{'layer0_row116': [0, 116]}	tensor(0.0343)
{'layer0_row164': [0, 164]}	tensor(0.0341)
{'layer0_row239': [0, 239]}	tensor(0.0336)
{'layer1_row28': [1, 28]}	tensor(0.0334)
{'layer0_row55': [0, 55]}	tensor(0.0336)
{'layer0_row243': [0, 243]}	tensor(0.0331)
{'layer1_row64': [1, 64]}	tensor(0.0327)
{'layer0_row110': [0, 110]}	tensor(0.0327)
{'layer0_row273': [0, 273]}	tensor(0.0326)
{'layer0_row24': [0, 24]}	tensor(0.0322)
{'layer0_row11': [0, 11]}	tensor(0.0320)
{'layer0_row259': [0, 259]}	tensor(0.0316)
{'layer0_row17': [0, 17]}	tensor(0.0316)
{'layer0_row70': [0, 70]}	tensor(0.0311)
{'layer1_row59': [1, 59]}	tensor(0.0306)
{'layer1_row66': [1, 66]}	tensor(0.0307)
{'layer1_row75': [1, 75]}	tensor(0.0308)
{'layer0_row177': [0, 177]}	tensor(0.0306)
{'layer0_row234': [0, 234]}	tensor(0.0307)
{'layer0_row27': [0, 27]}	tensor(0.0299)
{'layer0_row264': [0, 264]}	tensor(0.0300)
{'layer0_row188': [0, 188]}	tensor(0.0296)
{'layer0_row221': [0, 221]}	tensor(0.0290)
{'layer1_row24': [1, 24]}	tensor(0.0286)
{'layer1_row9': [1, 9]}	tensor(0.0289)
{'layer0_row166': [0, 166]}	tensor(0.0288)
{'layer0_row121': [0, 121]}	tensor(0.0286)
{'layer0_row50': [0, 50]}	tensor(0.0279)
{'layer1_row15': [1, 15]}	tensor(0.0277)
{'layer0_row200': [0, 200]}	tensor(0.0279)
{'layer0_row96': [0, 96]}	tensor(0.0275)
{'layer0_row282': [0, 282]}	tensor(0.0270)
{'layer0_row213': [0, 213]}	tensor(0.0270)
{'layer1_row50': [1, 50]}	tensor(0.0267)
{'layer0_row255': [0, 255]}	tensor(0.0266)
{'layer1_row11': [1, 11]}	tensor(0.0263)
{'layer0_row260': [0, 260]}	tensor(0.0263)
{'layer0_row232': [0, 232]}	tensor(0.0260)
{'layer1_row37': [1, 37]}	tensor(0.0257)
{'layer0_row115': [0, 115]}	tensor(0.0257)
{'layer0_row149': [0, 149]}	tensor(0.0253)
{'layer0_row228': [0, 228]}	tensor(0.0251)
{'layer0_row84': [0, 84]}	tensor(0.0249)
{'layer0_row13': [0, 13]}	tensor(0.0245)
{'layer0_row4': [0, 4]}	tensor(0.0241)
{'layer0_row41': [0, 41]}	tensor(0.0239)
{'layer1_row54': [1, 54]}	tensor(0.0236)
{'layer0_row279': [0, 279]}	tensor(0.0237)
{'layer0_row286': [0, 286]}	tensor(0.0232)
{'layer0_row67': [0, 67]}	tensor(0.0229)
{'layer1_row93': [1, 93]}	tensor(0.0226)
{'layer0_row69': [0, 69]}	tensor(0.0228)
{'layer1_row32': [1, 32]}	tensor(0.0221)
{'layer0_row99': [0, 99]}	tensor(0.0223)
{'layer0_row131': [0, 131]}	tensor(0.0220)
{'layer0_row218': [0, 218]}	tensor(0.0216)
{'layer0_row109': [0, 109]}	tensor(0.0215)
{'layer0_row33': [0, 33]}	tensor(0.0213)
{'layer1_row95': [1, 95]}	tensor(0.0209)
{'layer0_row147': [0, 147]}	tensor(0.0209)
{'layer0_row294': [0, 294]}	tensor(0.0204)
{'layer0_row0': [0, 0]}	tensor(0.0201)
{'layer0_row287': [0, 287]}	tensor(0.0197)
{'layer1_row1': [1, 1]}	tensor(0.0195)
{'layer1_row68': [1, 68]}	tensor(0.0195)
{'layer0_row272': [0, 272]}	tensor(0.1940)
