Action	Reward
{'layer0_row209': [0, 209]}	tensor(-1.2134)
{'layer1_row60': [1, 60]}	tensor(-1.2183)
{'layer0_row55': [0, 55]}	tensor(-1.2194)
{'layer0_row96': [0, 96]}	tensor(-1.2252)
{'layer0_row148': [0, 148]}	tensor(-1.2298)
{'layer1_row54': [1, 54]}	tensor(-1.2369)
{'layer0_row64': [0, 64]}	tensor(-1.2369)
{'layer0_row59': [0, 59]}	tensor(-1.2443)
{'layer1_row86': [1, 86]}	tensor(-1.2491)
{'layer0_row289': [0, 289]}	tensor(-1.2508)
{'layer0_row279': [0, 279]}	tensor(-1.2549)
{'layer0_row155': [0, 155]}	tensor(-1.2628)
{'layer0_row240': [0, 240]}	tensor(-1.2677)
{'layer1_row56': [1, 56]}	tensor(-1.2739)
{'layer0_row17': [0, 17]}	tensor(-1.2752)
{'layer1_row96': [1, 96]}	tensor(-1.2798)
{'layer0_row83': [0, 83]}	tensor(-1.2827)
{'layer0_row25': [0, 25]}	tensor(-1.2874)
{'layer1_row80': [1, 80]}	tensor(-1.2931)
{'layer0_row29': [0, 29]}	tensor(-1.2972)
{'layer0_row250': [0, 250]}	tensor(-1.3015)
{'layer0_row121': [0, 121]}	tensor(-1.3075)
{'layer1_row30': [1, 30]}	tensor(-1.3131)
{'layer1_row31': [1, 31]}	tensor(-1.3150)
{'layer0_row277': [0, 277]}	tensor(-1.3176)
{'layer1_row32': [1, 32]}	tensor(-1.3233)
{'layer1_row76': [1, 76]}	tensor(-1.3250)
{'layer0_row180': [0, 180]}	tensor(-1.3273)
{'layer1_row11': [1, 11]}	tensor(-1.3332)
{'layer0_row161': [0, 161]}	tensor(-1.3341)
{'layer0_row208': [0, 208]}	tensor(-1.3401)
{'layer0_row97': [0, 97]}	tensor(-1.3464)
{'layer1_row14': [1, 14]}	tensor(-1.3545)
{'layer0_row73': [0, 73]}	tensor(-1.3549)
{'layer0_row136': [0, 136]}	tensor(-1.3617)
{'layer0_row159': [0, 159]}	tensor(-1.3677)
{'layer0_row225': [0, 225]}	tensor(-1.3765)
{'layer1_row22': [1, 22]}	tensor(-1.3821)
{'layer0_row93': [0, 93]}	tensor(-1.3825)
{'layer1_row49': [1, 49]}	tensor(-1.3905)
{'layer0_row66': [0, 66]}	tensor(-1.3914)
{'layer0_row227': [0, 227]}	tensor(-1.3994)
{'layer0_row144': [0, 144]}	tensor(-1.4060)
{'layer0_row213': [0, 213]}	tensor(-1.4132)
{'layer0_row238': [0, 238]}	tensor(-1.4207)
{'layer0_row131': [0, 131]}	tensor(-1.4267)
{'layer1_row69': [1, 69]}	tensor(-1.4343)
{'layer0_row254': [0, 254]}	tensor(-1.4359)
{'layer0_row98': [0, 98]}	tensor(-1.4437)
{'layer1_row10': [1, 10]}	tensor(-1.4505)
{'layer0_row170': [0, 170]}	tensor(-1.4531)
{'layer0_row200': [0, 200]}	tensor(-1.4601)
{'layer1_row1': [1, 1]}	tensor(-1.4695)
{'layer0_row199': [0, 199]}	tensor(-1.4693)
{'layer0_row119': [0, 119]}	tensor(-1.4778)
{'layer0_row75': [0, 75]}	tensor(-1.4857)
{'layer0_row103': [0, 103]}	tensor(-1.4913)
{'layer0_row74': [0, 74]}	tensor(-1.5010)
{'layer0_row194': [0, 194]}	tensor(-1.5091)
{'layer1_row74': [1, 74]}	tensor(-1.5179)
{'layer0_row101': [0, 101]}	tensor(-1.5193)
{'layer0_row282': [0, 282]}	tensor(-1.5276)
{'layer0_row272': [0, 272]}	tensor(-1.5357)
{'layer0_row47': [0, 47]}	tensor(-1.5430)
{'layer0_row153': [0, 153]}	tensor(-1.5531)
{'layer0_row239': [0, 239]}	tensor(-1.5607)
{'layer0_row204': [0, 204]}	tensor(-1.5684)
{'layer1_row35': [1, 35]}	tensor(-1.5797)
{'layer0_row235': [0, 235]}	tensor(-1.5804)
{'layer0_row296': [0, 296]}	tensor(-1.5896)
{'layer0_row104': [0, 104]}	tensor(-1.5978)
{'layer0_row105': [0, 105]}	tensor(-1.6061)
{'layer0_row88': [0, 88]}	tensor(-1.6169)
{'layer0_row46': [0, 46]}	tensor(-1.6245)
{'layer1_row85': [1, 85]}	tensor(-1.6363)
{'layer0_row267': [0, 267]}	tensor(-1.6357)
{'layer0_row160': [0, 160]}	tensor(-1.6461)
{'layer0_row26': [0, 26]}	tensor(-1.6561)
{'layer0_row72': [0, 72]}	tensor(-1.6658)
{'layer0_row31': [0, 31]}	tensor(-1.6746)
{'layer0_row142': [0, 142]}	tensor(-1.6850)
{'layer0_row201': [0, 201]}	tensor(-1.6968)
{'layer0_row60': [0, 60]}	tensor(-1.7058)
{'layer1_row75': [1, 75]}	tensor(-1.7161)
{'layer1_row26': [1, 26]}	tensor(-1.7168)
{'layer0_row255': [0, 255]}	tensor(-1.7210)
{'layer0_row7': [0, 7]}	tensor(-1.7294)
{'layer1_row37': [1, 37]}	tensor(-1.7420)
{'layer0_row130': [0, 130]}	tensor(-1.7430)
{'layer0_row1': [0, 1]}	tensor(-1.7514)
{'layer0_row127': [0, 127]}	tensor(-1.7651)
{'layer0_row36': [0, 36]}	tensor(-1.7749)
{'layer0_row205': [0, 205]}	tensor(-1.7873)
{'layer0_row123': [0, 123]}	tensor(-1.7987)
{'layer0_row173': [0, 173]}	tensor(-1.8080)
{'layer0_row168': [0, 168]}	tensor(-1.8211)
{'layer1_row44': [1, 44]}	tensor(-1.8317)
{'layer0_row269': [0, 269]}	tensor(-1.8353)
{'layer1_row9': [1, 9]}	tensor(-1.8478)
{'layer0_row80': [0, 80]}	tensor(-1.8488)
{'layer1_row33': [1, 33]}	tensor(-1.8635)
{'layer0_row10': [0, 10]}	tensor(-1.8647)
{'layer1_row79': [1, 79]}	tensor(-1.8761)
{'layer1_row63': [1, 63]}	tensor(-1.8778)
{'layer0_row65': [0, 65]}	tensor(-1.8817)
{'layer1_row45': [1, 45]}	tensor(-1.8924)
{'layer0_row284': [0, 284]}	tensor(-1.8941)
{'layer0_row138': [0, 138]}	tensor(-1.9089)
{'layer0_row162': [0, 162]}	tensor(-1.9206)
{'layer0_row85': [0, 85]}	tensor(-1.9342)
{'layer0_row196': [0, 196]}	tensor(-1.9452)
{'layer0_row154': [0, 154]}	tensor(-1.9601)
{'layer0_row140': [0, 140]}	tensor(-1.9738)
{'layer0_row229': [0, 229]}	tensor(-1.9877)
{'layer0_row220': [0, 220]}	tensor(-2.0006)
{'layer0_row177': [0, 177]}	tensor(-2.0165)
{'layer0_row106': [0, 106]}	tensor(-2.0288)
{'layer0_row203': [0, 203]}	tensor(-2.0444)
{'layer0_row37': [0, 37]}	tensor(-2.0584)
{'layer0_row268': [0, 268]}	tensor(-2.0715)
{'layer0_row231': [0, 231]}	tensor(-2.0878)
{'layer1_row36': [1, 36]}	tensor(-2.1019)
{'layer1_row89': [1, 89]}	tensor(-2.1072)
{'layer1_row65': [1, 65]}	tensor(-2.1092)
{'layer0_row95': [0, 95]}	tensor(-2.1122)
{'layer1_row97': [1, 97]}	tensor(-2.1268)
{'layer0_row70': [0, 70]}	tensor(-2.1290)
{'layer0_row16': [0, 16]}	tensor(-2.1466)
{'layer0_row19': [0, 19]}	tensor(-2.1614)
{'layer1_row91': [1, 91]}	tensor(-2.1797)
{'layer0_row124': [0, 124]}	tensor(-2.1812)
{'layer0_row171': [0, 171]}	tensor(-2.1978)
{'layer0_row167': [0, 167]}	tensor(-2.2162)
{'layer0_row165': [0, 165]}	tensor(-2.2310)
{'layer0_row89': [0, 89]}	tensor(-2.2494)
{'layer0_row100': [0, 100]}	tensor(-2.2681)
{'layer1_row73': [1, 73]}	tensor(-2.2865)
{'layer0_row210': [0, 210]}	tensor(-2.2866)
{'layer0_row290': [0, 290]}	tensor(-2.3069)
{'layer0_row226': [0, 226]}	tensor(-2.3249)
{'layer0_row188': [0, 188]}	tensor(-2.3432)
{'layer0_row241': [0, 241]}	tensor(-2.3642)
{'layer0_row139': [0, 139]}	tensor(-2.3831)
{'layer0_row285': [0, 285]}	tensor(-2.4015)
{'layer0_row294': [0, 294]}	tensor(-2.4235)
{'layer0_row109': [0, 109]}	tensor(-2.4400)
{'layer1_row55': [1, 55]}	tensor(-2.4625)
{'layer0_row14': [0, 14]}	tensor(-2.4657)
{'layer0_row295': [0, 295]}	tensor(-2.4880)
{'layer1_row98': [1, 98]}	tensor(-2.5084)
{'layer0_row218': [0, 218]}	tensor(-2.5117)
{'layer1_row88': [1, 88]}	tensor(-2.5318)
{'layer0_row283': [0, 283]}	tensor(-2.5375)
{'layer0_row133': [0, 133]}	tensor(-2.5572)
{'layer1_row23': [1, 23]}	tensor(-2.5811)
{'layer0_row11': [0, 11]}	tensor(-2.5860)
{'layer1_row20': [1, 20]}	tensor(-2.6089)
{'layer1_row13': [1, 13]}	tensor(-2.6133)
{'layer0_row6': [0, 6]}	tensor(-2.6170)
{'layer0_row281': [0, 281]}	tensor(-2.6404)
{'layer0_row178': [0, 178]}	tensor(-2.6636)
{'layer0_row113': [0, 113]}	tensor(-2.6860)
{'layer0_row118': [0, 118]}	tensor(-2.7147)
{'layer0_row247': [0, 247]}	tensor(-2.7383)
{'layer0_row202': [0, 202]}	tensor(-2.7649)
{'layer0_row252': [0, 252]}	tensor(-2.7901)
{'layer0_row87': [0, 87]}	tensor(-2.8161)
{'layer0_row61': [0, 61]}	tensor(-2.8475)
{'layer0_row278': [0, 278]}	tensor(-2.8726)
{'layer0_row157': [0, 157]}	tensor(-2.9032)
{'layer1_row34': [1, 34]}	tensor(-2.9324)
{'layer1_row52': [1, 52]}	tensor(-2.9363)
{'layer1_row61': [1, 61]}	tensor(-2.9419)
{'layer0_row184': [0, 184]}	tensor(-2.9452)
{'layer0_row81': [0, 81]}	tensor(-2.9720)
{'layer0_row35': [0, 35]}	tensor(-3.0039)
{'layer1_row70': [1, 70]}	tensor(-3.0364)
{'layer0_row191': [0, 191]}	tensor(-3.0384)
{'layer1_row29': [1, 29]}	tensor(-3.0727)
{'layer1_row87': [1, 87]}	tensor(-3.0744)
{'layer0_row275': [0, 275]}	tensor(-3.0799)
{'layer0_row193': [0, 193]}	tensor(-3.1122)
{'layer0_row58': [0, 58]}	tensor(-3.1419)
{'layer0_row146': [0, 146]}	tensor(-3.1788)
{'layer0_row128': [0, 128]}	tensor(-3.2136)
{'layer0_row12': [0, 12]}	tensor(-3.2491)
{'layer0_row90': [0, 90]}	tensor(-3.2843)
{'layer1_row62': [1, 62]}	tensor(-3.3226)
{'layer0_row117': [0, 117]}	tensor(-3.3260)
{'layer0_row151': [0, 151]}	tensor(-3.3641)
{'layer0_row48': [0, 48]}	tensor(-3.4042)
{'layer0_row156': [0, 156]}	tensor(-3.4432)
{'layer0_row62': [0, 62]}	tensor(-3.4816)
{'layer0_row207': [0, 207]}	tensor(-3.5275)
{'layer0_row147': [0, 147]}	tensor(-3.5670)
{'layer1_row0': [1, 0]}	tensor(-3.6154)
{'layer1_row15': [1, 15]}	tensor(-3.6178)
{'layer0_row298': [0, 298]}	tensor(-3.6220)
{'layer0_row84': [0, 84]}	tensor(-3.6717)
{'layer0_row8': [0, 8]}	tensor(-3.7107)
{'layer1_row82': [1, 82]}	tensor(-3.7584)
{'layer0_row297': [0, 297]}	tensor(-3.7680)
{'layer0_row20': [0, 20]}	tensor(-3.8141)
{'layer0_row233': [0, 233]}	tensor(-3.8636)
{'layer1_row3': [1, 3]}	tensor(-3.9171)
{'layer0_row215': [0, 215]}	tensor(-3.9221)
{'layer0_row15': [0, 15]}	tensor(-3.9776)
{'layer0_row39': [0, 39]}	tensor(-4.0300)
{'layer1_row78': [1, 78]}	tensor(-4.0847)
{'layer0_row183': [0, 183]}	tensor(-4.0919)
{'layer0_row219': [0, 219]}	tensor(-4.1459)
{'layer0_row33': [0, 33]}	tensor(-4.2038)
{'layer0_row44': [0, 44]}	tensor(-4.2699)
{'layer0_row145': [0, 145]}	tensor(-4.3309)
{'layer0_row276': [0, 276]}	tensor(-4.3927)
{'layer0_row291': [0, 291]}	tensor(995.5375)
