Action	Reward
{'layer0_row32': [0, 32]}	tensor(0.1002)
{'layer0_row111': [0, 111]}	tensor(0.1013)
{'layer0_row37': [0, 37]}	tensor(0.1008)
{'layer1_row98': [1, 98]}	tensor(0.1015)
{'layer0_row62': [0, 62]}	tensor(0.1011)
{'layer0_row156': [0, 156]}	tensor(0.1009)
{'layer0_row264': [0, 264]}	tensor(0.1014)
{'layer0_row204': [0, 204]}	tensor(0.1005)
{'layer0_row18': [0, 18]}	tensor(0.1013)
{'layer0_row272': [0, 272]}	tensor(0.1008)
{'layer0_row42': [0, 42]}	tensor(0.1002)
{'layer0_row210': [0, 210]}	tensor(0.1009)
{'layer0_row144': [0, 144]}	tensor(0.1008)
{'layer0_row294': [0, 294]}	tensor(0.1012)
{'layer0_row244': [0, 244]}	tensor(0.1007)
{'layer0_row255': [0, 255]}	tensor(0.1001)
{'layer0_row165': [0, 165]}	tensor(0.1013)
{'layer0_row0': [0, 0]}	tensor(0.1002)
{'layer0_row96': [0, 96]}	tensor(0.1004)
{'layer0_row285': [0, 285]}	tensor(0.1012)
{'layer0_row65': [0, 65]}	tensor(0.1002)
{'layer0_row80': [0, 80]}	tensor(0.1009)
{'layer1_row66': [1, 66]}	tensor(0.1010)
{'layer0_row63': [0, 63]}	tensor(0.1009)
{'layer0_row87': [0, 87]}	tensor(0.1010)
{'layer0_row125': [0, 125]}	tensor(0.1006)
{'layer1_row17': [1, 17]}	tensor(0.1008)
{'layer1_row15': [1, 15]}	tensor(0.1006)
{'layer0_row76': [0, 76]}	tensor(0.1012)
{'layer0_row269': [0, 269]}	tensor(0.1009)
{'layer0_row128': [0, 128]}	tensor(0.1008)
{'layer0_row188': [0, 188]}	tensor(0.1017)
{'layer0_row118': [0, 118]}	tensor(0.1001)
{'layer0_row292': [0, 292]}	tensor(0.1007)
{'layer0_row168': [0, 168]}	tensor(0.0999)
{'layer0_row64': [0, 64]}	tensor(0.1012)
{'layer0_row131': [0, 131]}	tensor(0.1002)
{'layer0_row98': [0, 98]}	tensor(0.1007)
{'layer0_row235': [0, 235]}	tensor(0.1014)
{'layer1_row62': [1, 62]}	tensor(0.1010)
{'layer0_row236': [0, 236]}	tensor(0.1007)
{'layer0_row9': [0, 9]}	tensor(0.1011)
{'layer0_row52': [0, 52]}	tensor(0.1004)
{'layer1_row21': [1, 21]}	tensor(0.1007)
{'layer0_row191': [0, 191]}	tensor(0.1009)
{'layer0_row140': [0, 140]}	tensor(0.1006)
{'layer1_row27': [1, 27]}	tensor(0.1013)
{'layer0_row220': [0, 220]}	tensor(0.1013)
{'layer0_row253': [0, 253]}	tensor(0.1009)
{'layer0_row97': [0, 97]}	tensor(0.1007)
{'layer0_row209': [0, 209]}	tensor(0.0993)
{'layer0_row55': [0, 55]}	tensor(0.1010)
{'layer1_row32': [1, 32]}	tensor(0.1001)
{'layer0_row262': [0, 262]}	tensor(0.1005)
{'layer1_row9': [1, 9]}	tensor(0.1002)
{'layer0_row270': [0, 270]}	tensor(0.1010)
{'layer0_row122': [0, 122]}	tensor(0.1005)
{'layer0_row172': [0, 172]}	tensor(0.1006)
{'layer0_row166': [0, 166]}	tensor(0.1006)
{'layer1_row56': [1, 56]}	tensor(0.1010)
{'layer1_row97': [1, 97]}	tensor(0.1012)
{'layer0_row218': [0, 218]}	tensor(0.1007)
{'layer0_row75': [0, 75]}	tensor(0.1010)
{'layer0_row106': [0, 106]}	tensor(0.1013)
{'layer0_row26': [0, 26]}	tensor(0.1008)
{'layer0_row208': [0, 208]}	tensor(0.1005)
{'layer0_row289': [0, 289]}	tensor(0.1009)
{'layer0_row196': [0, 196]}	tensor(0.1005)
{'layer0_row33': [0, 33]}	tensor(0.1007)
{'layer1_row60': [1, 60]}	tensor(0.1023)
{'layer1_row55': [1, 55]}	tensor(0.1008)
{'layer0_row183': [0, 183]}	tensor(0.1010)
{'layer1_row29': [1, 29]}	tensor(0.1008)
{'layer0_row44': [0, 44]}	tensor(0.1006)
{'layer0_row250': [0, 250]}	tensor(0.1010)
{'layer0_row224': [0, 224]}	tensor(0.1014)
{'layer1_row50': [1, 50]}	tensor(0.1010)
{'layer0_row192': [0, 192]}	tensor(0.1005)
{'layer1_row6': [1, 6]}	tensor(0.1004)
{'layer0_row23': [0, 23]}	tensor(0.0997)
{'layer0_row180': [0, 180]}	tensor(0.0999)
{'layer0_row136': [0, 136]}	tensor(0.1010)
{'layer0_row133': [0, 133]}	tensor(0.1009)
{'layer1_row19': [1, 19]}	tensor(0.1020)
{'layer0_row8': [0, 8]}	tensor(0.1011)
{'layer1_row51': [1, 51]}	tensor(0.1008)
{'layer1_row46': [1, 46]}	tensor(0.1011)
{'layer0_row206': [0, 206]}	tensor(0.1005)
{'layer0_row27': [0, 27]}	tensor(0.1011)
{'layer0_row71': [0, 71]}	tensor(0.1006)
{'layer0_row95': [0, 95]}	tensor(0.1005)
{'layer0_row263': [0, 263]}	tensor(0.1013)
{'layer1_row42': [1, 42]}	tensor(0.1015)
{'layer0_row291': [0, 291]}	tensor(0.1012)
{'layer0_row28': [0, 28]}	tensor(0.1009)
{'layer1_row37': [1, 37]}	tensor(0.1006)
{'layer1_row52': [1, 52]}	tensor(0.1016)
{'layer0_row155': [0, 155]}	tensor(0.1010)
{'layer0_row229': [0, 229]}	tensor(0.1006)
{'layer0_row78': [0, 78]}	tensor(0.1013)
{'layer0_row126': [0, 126]}	tensor(0.1009)
{'layer0_row179': [0, 179]}	tensor(0.1009)
{'layer0_row107': [0, 107]}	tensor(0.1013)
{'layer0_row239': [0, 239]}	tensor(0.1015)
{'layer0_row279': [0, 279]}	tensor(0.1020)
{'layer0_row277': [0, 277]}	tensor(0.1005)
{'layer1_row25': [1, 25]}	tensor(0.1011)
{'layer0_row60': [0, 60]}	tensor(0.1006)
{'layer1_row2': [1, 2]}	tensor(0.1011)
{'layer0_row232': [0, 232]}	tensor(0.1005)
{'layer0_row182': [0, 182]}	tensor(0.1007)
{'layer1_row95': [1, 95]}	tensor(0.1008)
{'layer0_row176': [0, 176]}	tensor(0.1004)
{'layer0_row119': [0, 119]}	tensor(0.1022)
{'layer0_row148': [0, 148]}	tensor(0.1013)
{'layer0_row138': [0, 138]}	tensor(0.1006)
{'layer0_row5': [0, 5]}	tensor(0.1002)
{'layer0_row203': [0, 203]}	tensor(0.1008)
{'layer0_row260': [0, 260]}	tensor(0.1015)
{'layer0_row207': [0, 207]}	tensor(0.1014)
{'layer0_row14': [0, 14]}	tensor(0.1004)
{'layer0_row83': [0, 83]}	tensor(0.1002)
{'layer1_row34': [1, 34]}	tensor(0.1008)
{'layer0_row123': [0, 123]}	tensor(0.1020)
{'layer1_row39': [1, 39]}	tensor(0.1012)
{'layer0_row12': [0, 12]}	tensor(0.1009)
{'layer0_row280': [0, 280]}	tensor(0.1010)
{'layer0_row181': [0, 181]}	tensor(0.1009)
{'layer0_row241': [0, 241]}	tensor(0.1015)
{'layer0_row7': [0, 7]}	tensor(0.1002)
{'layer0_row112': [0, 112]}	tensor(0.1006)
{'layer0_row251': [0, 251]}	tensor(0.1009)
{'layer1_row61': [1, 61]}	tensor(0.1013)
{'layer1_row75': [1, 75]}	tensor(0.1005)
{'layer1_row45': [1, 45]}	tensor(0.1010)
{'layer0_row56': [0, 56]}	tensor(0.1002)
{'layer1_row68': [1, 68]}	tensor(0.0999)
{'layer0_row170': [0, 170]}	tensor(0.1010)
{'layer1_row8': [1, 8]}	tensor(0.1009)
{'layer0_row193': [0, 193]}	tensor(0.1012)
{'layer0_row275': [0, 275]}	tensor(0.1008)
{'layer0_row25': [0, 25]}	tensor(0.1005)
{'layer0_row10': [0, 10]}	tensor(0.1006)
{'layer0_row167': [0, 167]}	tensor(0.1007)
{'layer1_row64': [1, 64]}	tensor(0.1008)
{'layer0_row102': [0, 102]}	tensor(0.1006)
{'layer0_row21': [0, 21]}	tensor(0.1005)
{'layer0_row110': [0, 110]}	tensor(0.1012)
{'layer0_row51': [0, 51]}	tensor(0.1007)
{'layer0_row194': [0, 194]}	tensor(0.1011)
{'layer0_row197': [0, 197]}	tensor(0.1008)
{'layer1_row1': [1, 1]}	tensor(0.1006)
{'layer0_row88': [0, 88]}	tensor(0.1009)
{'layer0_row6': [0, 6]}	tensor(0.1009)
{'layer0_row214': [0, 214]}	tensor(0.1005)
{'layer0_row267': [0, 267]}	tensor(0.1005)
{'layer1_row80': [1, 80]}	tensor(0.1022)
{'layer0_row39': [0, 39]}	tensor(0.1011)
{'layer0_row117': [0, 117]}	tensor(0.1005)
{'layer0_row127': [0, 127]}	tensor(0.1009)
{'layer0_row68': [0, 68]}	tensor(0.1008)
{'layer0_row135': [0, 135]}	tensor(0.1013)
{'layer0_row81': [0, 81]}	tensor(0.1015)
{'layer1_row4': [1, 4]}	tensor(0.1008)
{'layer0_row69': [0, 69]}	tensor(0.1001)
{'layer0_row238': [0, 238]}	tensor(0.1013)
{'layer0_row31': [0, 31]}	tensor(0.1011)
{'layer0_row48': [0, 48]}	tensor(0.1009)
{'layer1_row59': [1, 59]}	tensor(0.1007)
{'layer0_row17': [0, 17]}	tensor(0.1009)
{'layer0_row139': [0, 139]}	tensor(0.1008)
{'layer0_row223': [0, 223]}	tensor(0.1007)
{'layer1_row84': [1, 84]}	tensor(0.1011)
{'layer0_row178': [0, 178]}	tensor(0.1005)
{'layer1_row94': [1, 94]}	tensor(0.1007)
{'layer0_row45': [0, 45]}	tensor(0.1008)
{'layer0_row90': [0, 90]}	tensor(0.1013)
{'layer1_row57': [1, 57]}	tensor(0.1022)
{'layer0_row215': [0, 215]}	tensor(0.1013)
{'layer0_row284': [0, 284]}	tensor(0.1007)
{'layer0_row129': [0, 129]}	tensor(0.1010)
{'layer1_row74': [1, 74]}	tensor(0.1012)
{'layer0_row34': [0, 34]}	tensor(0.1012)
{'layer0_row113': [0, 113]}	tensor(0.1007)
{'layer0_row35': [0, 35]}	tensor(0.1010)
{'layer0_row70': [0, 70]}	tensor(0.1010)
{'layer0_row77': [0, 77]}	tensor(0.1015)
{'layer0_row295': [0, 295]}	tensor(0.1010)
{'layer1_row85': [1, 85]}	tensor(0.1004)
{'layer0_row184': [0, 184]}	tensor(0.1012)
{'layer0_row163': [0, 163]}	tensor(0.1007)
{'layer0_row299': [0, 299]}	tensor(0.1012)
{'layer0_row149': [0, 149]}	tensor(0.1007)
{'layer0_row157': [0, 157]}	tensor(0.1010)
{'layer0_row216': [0, 216]}	tensor(0.1001)
{'layer0_row152': [0, 152]}	tensor(0.1008)
{'layer0_row11': [0, 11]}	tensor(0.1017)
{'layer0_row92': [0, 92]}	tensor(0.1012)
{'layer0_row221': [0, 221]}	tensor(0.1011)
{'layer1_row73': [1, 73]}	tensor(0.1015)
{'layer0_row124': [0, 124]}	tensor(0.1005)
{'layer0_row105': [0, 105]}	tensor(0.1008)
{'layer0_row132': [0, 132]}	tensor(0.1005)
{'layer0_row145': [0, 145]}	tensor(0.1002)
{'layer0_row58': [0, 58]}	tensor(0.1007)
{'layer0_row22': [0, 22]}	tensor(0.1012)
{'layer1_row28': [1, 28]}	tensor(0.1010)
{'layer0_row15': [0, 15]}	tensor(0.1007)
{'layer0_row158': [0, 158]}	tensor(0.1006)
{'layer0_row202': [0, 202]}	tensor(0.1009)
{'layer0_row293': [0, 293]}	tensor(0.1006)
{'layer0_row43': [0, 43]}	tensor(0.1004)
{'layer1_row99': [1, 99]}	tensor(0.1010)
{'layer1_row76': [1, 76]}	tensor(0.1005)
{'layer0_row259': [0, 259]}	tensor(0.1008)
{'layer0_row226': [0, 226]}	tensor(0.1017)
{'layer0_row46': [0, 46]}	tensor(0.1015)
{'layer0_row297': [0, 297]}	tensor(0.1009)
{'layer0_row227': [0, 227]}	tensor(0.1012)
{'layer0_row201': [0, 201]}	tensor(0.1017)
{'layer0_row271': [0, 271]}	tensor(0.1001)
{'layer1_row41': [1, 41]}	tensor(0.1009)
{'layer0_row228': [0, 228]}	tensor(0.1011)
{'layer0_row189': [0, 189]}	tensor(0.1004)
{'layer0_row230': [0, 230]}	tensor(0.1002)
{'layer1_row38': [1, 38]}	tensor(0.1012)
{'layer0_row171': [0, 171]}	tensor(0.1001)
{'layer0_row86': [0, 86]}	tensor(0.1013)
{'layer0_row130': [0, 130]}	tensor(0.1013)
{'layer0_row276': [0, 276]}	tensor(0.1008)
{'layer0_row185': [0, 185]}	tensor(0.1002)
{'layer0_row212': [0, 212]}	tensor(0.1013)
{'layer1_row58': [1, 58]}	tensor(0.1005)
{'layer0_row261': [0, 261]}	tensor(0.1015)
{'layer0_row30': [0, 30]}	tensor(0.1013)
{'layer0_row2': [0, 2]}	tensor(0.1013)
{'layer0_row141': [0, 141]}	tensor(0.1007)
{'layer0_row273': [0, 273]}	tensor(0.1011)
{'layer0_row50': [0, 50]}	tensor(0.1008)
{'layer0_row159': [0, 159]}	tensor(0.1004)
{'layer0_row72': [0, 72]}	tensor(0.1011)
{'layer0_row82': [0, 82]}	tensor(0.1001)
{'layer1_row87': [1, 87]}	tensor(0.1012)
{'layer0_row115': [0, 115]}	tensor(0.1002)
{'layer0_row154': [0, 154]}	tensor(0.1012)
{'layer0_row243': [0, 243]}	tensor(0.1013)
{'layer0_row79': [0, 79]}	tensor(0.1000)
{'layer0_row4': [0, 4]}	tensor(0.1009)
{'layer0_row211': [0, 211]}	tensor(0.1014)
{'layer1_row10': [1, 10]}	tensor(0.1011)
{'layer1_row31': [1, 31]}	tensor(0.1007)
{'layer0_row242': [0, 242]}	tensor(0.1008)
{'layer0_row296': [0, 296]}	tensor(0.1010)
{'layer1_row0': [1, 0]}	tensor(0.1014)
{'layer1_row90': [1, 90]}	tensor(0.1014)
{'layer0_row74': [0, 74]}	tensor(0.1006)
{'layer1_row3': [1, 3]}	tensor(0.1006)
{'layer0_row258': [0, 258]}	tensor(0.1008)
{'layer0_row186': [0, 186]}	tensor(0.1007)
{'layer0_row247': [0, 247]}	tensor(1.0077)
